run,profile,profile_label,seed,status,completed,failed_stage,failure_reason,maxBattles,maxTurnsPerBattle,maxBossLosses,totalBattles,normalBattles,bossBattles,totalTurns,wins,losses,stalledBattles,timerOrTurnCaps,kos,guardTurns,maxGuardStreak,maxBattleTurns,guardLoopBattles,battles50Plus,battles100Plus,scoutAttempts,scoutSuccesses,zeroRewardScoutWins,scoutCharmPurchases,scoutCharmConsumed,scoutCharmWasted,charmWasteRate,fusions,fusionLevelDebt,levelRecoveryBattles,trainingBooks,trainingGold,freeHeals,questClaims,rankClaims,battleGold,questGold,rankGold,defeatGoldLost,goldInflow,goldSink,goldSinkRate,minGold,finalGold,finalHighestLevel,finalPlayerRank,firstBRankBattle,firstARankBattle,firstSRankBattle,finalOwned,finalDexDiscovered,finalDexScouted,bossesCleared,finalParty
16,rush,速攻,3382052841,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,525,273,252,1823,277,248,0,0,783,0,0,8,0,0,0,2,2,2,0,1,1,1,0,0,0,873,52380,525,26,8,52038,10000,2750,12053,64868,64433,0.9932940741197509,80,435,51,9,,,,3,32,3,6,ぷるミン Lv51 / プフバット Lv51 / つぼみラビ Lv51
17,balanced,バランス,3244369561,completed,1,,,1000,400,80,627,416,211,4195,421,206,0,0,682,73,1,64,0,25,0,51,13,13,0,1,1,1,0,0,0,3453,207180,627,43,11,223724,63480,5600,69074,292884,276254,0.9432198413023586,80,16630,83,12,183,606,,14,60,14,13,ストームジン Lv78 / ドゥームゲイザー Lv73 / アビスフィン Lv83
18,collector,収集・配合,3653777182,completed,1,,,1000,400,80,790,563,227,24159,563,227,0,0,763,139,1,337,0,138,107,76,34,31,463,464,417,0.8987068965517241,2,86,17,3971,238260,790,45,12,367050,64480,6850,153700,438460,415110,0.9467454271769374,80,23350,100,13,48,618,,33,67,37,13,ドゥームゲイザー Lv100 / ルーメンオウル Lv100 / 雲ぷる Lv99
19,rush,速攻,873058177,stuck,0,snowfield,boss_retry_cap,1000,400,80,361,190,171,1317,191,170,0,0,516,0,0,10,0,0,0,3,2,2,0,1,1,1,0,0,0,544,32640,361,25,7,29610,9000,2100,7864,40790,40504,0.9929884775680314,80,286,41,8,,,,3,30,3,5,ペブロン Lv41 / ぷるミン Lv41 / プフバット Lv41
20,balanced,バランス,4138599140,completed,1,,,1000,400,80,987,657,330,34070,664,323,0,0,1027,154,1,356,0,144,102,33,16,13,0,1,1,1,0,0,0,3989,239340,987,44,13,496911,64330,8250,300386,569571,539726,0.9476009136701131,80,29845,100,14,44,,,17,60,17,13,雲ぷる Lv100 / アビスジェリー Lv100 / スノーフェア Lv100
21,collector,収集・配合,2377959507,stuck,0,sky_ruins,boss_stalled,1000,400,80,646,458,188,24016,445,200,1,1,747,110,1,400,0,98,80,125,25,23,366,367,296,0.8065395095367848,1,24,0,3495,209700,646,44,11,279682,55980,5600,100613,341342,328613,0.9627089546554483,80,12729,100,12,538,538,,25,61,26,12,アビスジェリー Lv100 / コーラルルーメ Lv100 / ルーメンオウル Lv97
22,rush,速攻,2951253586,stuck,0,tower,boss_retry_cap,1000,400,80,321,167,154,1195,170,151,0,0,489,0,0,9,0,0,0,3,2,2,0,1,1,1,0,0,0,336,20160,321,23,6,18197,6400,1550,5797,26227,25957,0.9897052655660198,80,270,34,7,,,,3,24,3,4,プフバット Lv33 / つぼみラビ Lv33 / ぷるミン Lv34
23,balanced,バランス,1106256717,stuck,0,sky_ruins,boss_stalled,1000,400,80,565,377,188,14310,380,184,1,1,616,60,1,400,0,60,39,48,14,13,0,1,1,1,0,0,0,3982,238920,565,43,10,252287,55830,4500,67954,312697,306874,0.981378139221035,80,5823,100,11,149,,,15,62,15,12,アビスジェリー Lv100 / ルーメンオウル Lv100 / 雲ぷる Lv86
24,collector,収集・配合,501635,stuck,0,demon_gate,boss_training_campaign_cap,1000,400,80,1000,726,274,28283,733,267,0,0,1050,259,1,154,0,188,126,105,26,24,612,613,566,0.9233278955954323,3,89,19,3628,217680,1000,43,13,484666,49780,8250,271832,542776,520112,0.9582442849352218,80,22664,100,14,204,,,24,60,30,11,アビスジェリー Lv100 / ルミネル Lv100 / クリスタゴン Lv100
25,rush,速攻,4199370162,stuck,0,snowfield,boss_retry_cap,1000,400,80,385,202,183,1460,203,182,0,0,557,0,0,11,0,0,0,3,2,2,0,1,1,1,0,0,0,554,33240,385,25,7,30991,9000,2100,8542,42171,41782,0.9907756515140737,80,389,42,8,,,,3,29,3,5,ペブロン Lv42 / ぷるミン Lv42 / プフバット Lv42
26,balanced,バランス,1472868958,completed,1,,,1000,400,80,454,300,154,4009,311,143,0,0,465,79,1,141,0,19,12,39,14,12,0,1,1,1,1,10,0,2574,154440,454,45,10,169589,64480,4500,57206,238649,211646,0.8868505629606661,80,27003,85,11,364,364,,14,59,16,13,パールセラフ Lv77 / ルミネル Lv85 / サンラビ Lv79
27,collector,収集・配合,3086147364,stuck,0,sky_ruins,boss_training_campaign_cap,1000,400,80,1000,721,279,44846,706,294,0,0,1012,134,1,295,0,238,142,109,28,26,608,609,547,0.8981937602627258,1,22,0,3261,195660,1000,44,13,559072,55980,8250,369252,623382,595312,0.9549714300380826,80,28070,100,14,197,,,28,65,30,12,アビスジェリー Lv100 / ルーメンオウル Lv100 / ルミネル Lv100
28,rush,速攻,1841697265,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,515,267,248,1901,273,242,0,0,756,0,0,15,0,0,0,2,2,2,0,1,1,1,0,0,0,851,51060,515,26,8,50158,10000,2750,11571,62988,62631,0.9943322537626215,80,357,50,9,,,,3,33,3,6,ぷるミン Lv50 / リーフリン Lv50 / プフバット Lv50
29,balanced,バランス,2352959234,completed,1,,,1000,400,80,919,613,306,25849,615,304,0,0,965,84,1,332,0,138,104,62,15,13,0,1,1,1,0,0,0,3904,234240,919,44,12,463654,64330,6850,271136,534914,505376,0.9447799085460467,80,29538,100,13,,,,16,62,16,13,アビスジェリー Lv100 / 雲ぷる Lv100 / ルミネル Lv100
30,collector,収集・配合,800146132,completed,1,,,1000,400,80,702,493,209,14474,473,229,0,0,828,105,1,267,0,107,31,126,25,24,371,372,317,0.8521505376344086,0,0,0,2972,178320,702,44,11,247644,64330,5600,106922,317654,303792,0.9563613239562543,80,13862,86,12,434,670,,26,62,26,13,ストームジン Lv71 / ドゥームゲイザー Lv75 / アビスジェリー Lv86
31,rush,速攻,2638289734,stuck,0,snowfield,boss_retry_cap,1000,400,80,467,245,222,1744,242,225,0,0,654,0,0,11,0,0,0,5,2,2,0,1,1,1,0,0,0,595,35700,467,25,8,33760,9000,2750,9538,45590,45238,0.9922790085545076,80,352,43,9,,,,3,30,3,5,アワマリン Lv42 / ぷるミン Lv43 / プフバット Lv43
32,balanced,バランス,3574797574,stuck,0,demon_gate,boss_retry_cap,1000,400,80,786,524,262,14526,527,259,0,0,861,125,1,207,0,59,57,42,12,11,0,1,1,1,0,0,0,3690,221400,786,40,11,336070,41780,5600,144139,383530,365539,0.9530910228665294,80,17991,100,12,,,,13,58,13,11,コーラルルーメ Lv100 / アイアンマンティス Lv100 / グルーモス Lv100
33,collector,収集・配合,4090070062,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,967,802,165,12468,379,588,0,0,1413,234,1,64,0,7,0,50,15,13,290,291,263,0.9037800687285223,1,34,0,1186,71160,967,35,10,109513,16980,4500,43629,131073,129289,0.9863892639979248,8,1784,63,11,256,259,,15,36,17,7,グルーモス Lv63 / クリスタゴン Lv55 / リーファウル Lv56
34,rush,速攻,3616753783,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,481,250,231,1636,256,225,0,0,656,0,0,9,0,0,0,3,2,2,0,1,1,1,0,0,0,756,45360,481,26,8,43670,10000,2750,10693,56500,56053,0.9920884955752213,80,447,48,9,,,,3,32,3,6,リーファウル Lv47 / ぷるミン Lv48 / プフバット Lv48
35,balanced,バランス,2843837247,completed,1,,,1000,400,80,505,334,171,1887,342,163,0,0,547,148,1,14,0,0,0,41,14,12,0,1,1,1,0,0,0,3233,193980,505,44,10,205938,64330,4500,63569,274848,257549,0.9370597566655023,80,17299,93,11,31,493,,15,59,15,13,ストームジン Lv84 / アビスフィン Lv87 / シンダーホーン Lv93
36,collector,収集・配合,1019984635,completed,1,,,1000,400,80,553,382,171,8126,380,173,0,0,642,161,1,81,0,95,0,113,23,21,307,308,253,0.8214285714285714,0,0,0,3460,207600,553,44,10,268478,64330,4500,103642,337388,326592,0.9680012330017665,80,10796,100,11,158,,,24,61,24,13,アビスジェリー Lv90 / ヘルナイト Lv92 / ヨミオオカミ Lv100
37,rush,速攻,104429370,stuck,0,tower,boss_retry_cap,1000,400,80,232,122,110,884,126,106,0,0,328,0,0,14,0,0,0,2,2,2,0,1,1,1,0,0,0,297,17820,232,23,6,14685,6400,1550,4636,22715,22456,0.988597842835131,80,259,32,7,,,,3,23,3,4,ペブロン Lv31 / リーフリン Lv32 / ぷるミン Lv32
38,balanced,バランス,2651495576,stuck,0,demon_gate,boss_retry_cap,1000,400,80,757,515,242,31074,487,270,0,0,745,44,1,360,0,114,75,64,11,10,0,1,1,1,0,0,0,3541,212460,757,41,11,370275,48780,5600,194747,424735,407207,0.9587319151941799,80,17528,100,12,34,,,12,55,12,11,コーラルルーメ Lv100 / ルミネル Lv100 / ドクキノコ Lv100
39,collector,収集・配合,3681295410,completed,1,,,1000,400,80,775,549,226,11647,542,233,0,0,872,156,1,141,0,55,26,88,31,29,428,429,372,0.8671328671328671,1,39,0,3600,216000,775,45,12,284726,64480,6850,107853,356136,345253,0.9694414493339623,80,10883,83,13,223,224,,31,63,31,13,ドゥームゲイザー Lv66 / アビスジェリー Lv83 / ヘルナイト Lv83
40,rush,速攻,3611225234,stuck,0,tower,boss_retry_cap,1000,400,80,264,138,126,919,142,122,0,0,375,0,0,9,0,0,0,4,2,2,0,1,1,1,0,0,0,313,18780,264,23,6,16018,6400,1550,4987,24048,23767,0.9883150365934797,80,281,33,7,,,,3,23,3,4,アワマリン Lv31 / リーフリン Lv32 / ぷるミン Lv33
41,balanced,バランス,2876738944,completed,1,,,1000,400,80,995,664,331,38166,664,331,0,0,1071,90,1,336,0,187,144,73,15,13,0,1,1,1,0,0,0,3828,229680,995,44,13,555416,64330,8250,368291,628076,597971,0.9520679026105121,80,30105,100,14,,,,16,64,16,13,雲ぷる Lv100 / アビスジェリー Lv100 / ルミネル Lv100
42,collector,収集・配合,1018959713,stuck,0,demon_gate,boss_training_campaign_cap,1000,400,80,1000,722,278,50641,723,277,0,0,1026,191,1,302,0,229,199,71,23,21,600,601,556,0.9251247920133111,1,24,0,3524,211440,1000,42,13,491133,44580,8250,279500,544043,520940,0.9575346066395487,80,23103,100,14,46,,,23,54,25,11,コーラルルーメ Lv100 / アビスジェリー Lv100 / ルミネル Lv100
43,rush,速攻,981164110,stuck,0,tower,boss_retry_cap,1000,400,80,275,144,131,1019,147,128,0,0,428,0,0,14,0,0,0,2,2,2,0,1,1,1,0,0,0,315,18900,275,23,6,16452,6400,1550,5283,24482,24183,0.9877869455109877,80,299,33,7,,,,3,24,3,4,プフバット Lv31 / つぼみラビ Lv32 / ぷるミン Lv33
44,balanced,バランス,86658215,completed,1,,,1000,400,80,723,480,243,9475,486,237,0,0,787,198,1,186,0,39,39,51,11,10,0,1,1,1,0,0,0,3821,229260,723,43,11,352486,63480,5600,163212,421646,392472,0.9308092570544959,80,29174,100,12,198,,,12,59,12,13,雲ぷる Lv100 / アビスフィン Lv100 / ヨミオオカミ Lv100
45,collector,収集・配合,3034292369,completed,1,,,1000,400,80,701,496,205,5200,495,206,0,0,680,89,1,69,0,42,0,71,25,22,388,389,344,0.884318766066838,0,0,0,3417,205020,701,44,11,263603,64330,5600,98159,333613,322579,0.9669257492963403,80,11034,91,12,54,662,,26,59,26,13,ストームジン Lv75 / ドゥームゲイザー Lv69 / アビスジェリー Lv91
46,rush,速攻,1877037586,stuck,0,snowfield,boss_retry_cap,1000,400,80,295,156,139,1017,159,136,0,0,413,0,0,7,0,0,0,3,2,2,0,1,1,1,0,0,0,494,29640,295,25,7,25662,9000,2100,6820,36842,36460,0.9896313989468541,80,382,40,8,,,,3,28,3,5,ドリモール Lv39 / プフバット Lv40 / ぷるミン Lv40
47,balanced,バランス,1480066392,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,763,510,253,33940,511,252,0,0,795,185,1,348,0,112,110,50,14,12,0,1,1,1,0,0,0,3932,235920,763,43,11,435325,55830,5600,239385,496835,475305,0.9566656938420199,80,21530,100,12,291,,,15,62,15,12,雲ぷる Lv100 / ルーメンオウル Lv100 / アビスフィン Lv100
48,collector,収集・配合,2337482876,completed,1,,,1000,400,80,875,648,227,14951,579,296,0,0,864,155,1,241,0,63,42,88,29,27,475,476,419,0.8802521008403361,3,125,38,3935,236100,875,45,12,317328,64480,6850,118046,388738,377896,0.972109750011576,45,10842,94,13,184,187,,27,63,33,13,パールセラフ Lv94 / ストームジン Lv88 / アビスジェリー Lv92
49,rush,速攻,4108865112,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,632,333,299,2424,330,302,0,0,936,0,0,11,0,0,0,2,2,2,0,1,1,1,0,0,0,1304,78240,632,28,9,79586,12500,3550,16883,95716,95123,0.993804588574533,80,593,60,10,,,,3,35,3,7,ペブロン Lv58 / ぷるミン Lv60 / つぼみラビ Lv60
50,balanced,バランス,1146495245,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,860,572,288,25189,579,281,0,0,899,126,1,242,0,123,77,57,14,13,0,1,1,1,0,0,0,3938,236280,860,43,12,455658,55830,6850,260318,518418,496598,0.9579104120613096,80,21820,100,13,150,551,,15,63,15,12,ドゥームゲイザー Lv100 / コーラルルーメ Lv100 / ルミネル Lv100
51,collector,収集・配合,3531643744,completed,1,,,1000,400,80,755,540,215,16959,516,239,0,0,864,146,1,259,0,99,55,122,27,24,430,431,355,0.8236658932714617,2,28,0,3709,222540,755,45,11,329122,64480,5600,135050,399282,379090,0.9494292254597002,80,20192,100,12,49,597,,26,62,30,13,ドゥームゲイザー Lv100 / アビスジェリー Lv100 / ルーメンオウル Lv100
52,rush,速攻,1393356969,stuck,0,tower,boss_retry_cap,1000,400,80,289,151,138,1059,154,135,0,0,429,0,0,12,0,0,0,2,2,2,0,1,1,1,0,0,0,330,19800,289,23,6,17517,6400,1550,5424,25547,25224,0.9873566367870983,80,323,34,7,,,,3,22,3,4,リーフリン Lv33 / つぼみラビ Lv34 / ぷるミン Lv34
53,balanced,バランス,2317690890,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,819,552,267,18548,538,281,0,0,935,201,1,144,0,128,101,59,10,10,0,1,1,1,0,0,0,3708,222480,819,42,12,447737,54980,6850,265313,509647,487793,0.9571193394643743,80,21854,100,13,496,,,11,63,11,12,アビスジェリー Lv100 / スノーフェア Lv100 / シンダーホーン Lv100
54,collector,収集・配合,1433778516,stuck,0,sky_ruins,boss_training_campaign_cap,1000,400,80,1000,740,260,36988,732,268,0,0,940,138,1,346,0,159,102,121,27,25,637,638,578,0.9059561128526645,3,129,82,3782,226920,1000,44,13,537583,55980,8250,314011,601893,572781,0.9516325991496828,80,29112,100,14,199,530,,25,65,31,12,パールセラフ Lv100 / アビスジェリー Lv100 / ルーメンオウル Lv100
55,rush,速攻,3597730807,stuck,0,tower,boss_retry_cap,1000,400,80,305,163,142,1071,158,147,0,0,410,0,0,7,0,0,0,6,2,2,0,1,1,1,0,0,0,297,17820,305,23,6,15907,6400,1550,5824,23937,23644,0.9877595354472156,80,293,33,7,,,,3,25,3,4,アッシュインプ Lv28 / プフバット Lv32 / ぷるミン Lv33
56,balanced,バランス,776290351,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,985,662,323,21229,653,332,0,0,1054,208,1,146,0,144,105,79,11,10,0,1,1,1,0,0,0,3852,231120,985,42,12,500979,54980,6850,310056,562889,541176,0.9614257873221896,80,21713,100,13,215,,,12,60,12,12,アビスフィン Lv100 / ルミネル Lv100 / スノーフェア Lv100
57,collector,収集・配合,465866784,completed,1,,,1000,400,80,681,477,204,14762,466,215,0,0,751,103,1,299,0,85,41,97,28,27,374,375,315,0.84,2,52,0,3168,190080,681,45,11,252519,64480,5600,101976,322679,310756,0.9630499660653467,80,11923,96,12,207,488,,27,65,31,13,パールセラフ Lv74 / ストームジン Lv84 / ルーメンオウル Lv96
58,rush,速攻,1783657828,stuck,0,tower,boss_retry_cap,1000,400,80,328,171,157,1192,173,155,0,0,491,0,0,8,0,0,0,3,2,2,0,1,1,1,0,0,0,339,20340,328,23,6,18546,6400,1550,5933,26576,26273,0.9885987357013847,80,303,34,7,,,,3,25,3,4,プフバット Lv33 / つぼみラビ Lv34 / ぷるミン Lv34
59,balanced,バランス,3834447851,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,853,571,282,3181,573,280,0,0,965,220,1,22,0,0,0,61,14,11,0,1,1,1,0,0,0,3894,233640,853,43,12,443940,55830,6850,251213,506700,484853,0.9568837576475232,80,21847,100,13,364,364,,15,60,15,12,サンダードローン Lv100 / クリスタゴン Lv100 / アイアンマンティス Lv100
60,collector,収集・配合,1271005014,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,997,736,261,53177,718,279,0,0,1009,148,1,384,0,230,157,101,26,25,653,654,593,0.9067278287461774,2,89,65,3605,216300,997,44,13,598096,55980,8250,381217,662406,630167,0.9513304529246414,80,32239,100,14,294,,,25,66,28,12,アビスジェリー Lv100 / ルーメンオウル Lv100 / コーラルルーメ Lv100
61,rush,速攻,3987450121,stuck,0,tower,boss_retry_cap,1000,400,80,269,141,128,1009,144,125,0,0,406,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,315,18900,269,23,6,16200,6400,1550,5082,24230,23982,0.9897647544366488,80,248,33,7,,,,3,23,3,4,プフバット Lv31 / リーフリン Lv33 / ぷるミン Lv33
62,balanced,バランス,1770363672,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,836,559,277,11278,562,274,0,0,896,260,1,73,0,127,0,45,12,10,0,1,1,1,0,0,0,3554,213240,836,42,12,446044,54980,6850,272220,507954,485460,0.9557164625143222,80,22494,100,13,190,,,13,61,13,12,ヨミオオカミ Lv100 / ルミネル Lv100 / スチールバグ Lv100
63,collector,収集・配合,2944280849,completed,1,,,1000,400,80,731,523,208,20623,483,248,0,0,853,131,1,248,0,135,77,93,24,23,416,417,334,0.8009592326139089,1,23,0,3609,216540,731,45,11,311087,64480,5600,128488,381247,365828,0.9595564030667783,80,15419,100,12,150,151,,24,62,26,13,アビスジェリー Lv97 / ルーメンオウル Lv100 / ヘルナイト Lv87
64,rush,速攻,1604035424,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,522,274,248,1843,279,243,0,0,754,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,1200,72000,522,28,9,71005,12500,3550,14535,87135,86535,0.9931141332415218,80,600,58,10,,,,3,35,3,7,ドリモール Lv56 / ぷるミン Lv58 / つぼみラビ Lv58
65,balanced,バランス,2277310352,completed,1,,,1000,400,80,647,432,215,2447,432,215,0,0,701,174,1,18,0,0,0,88,11,9,0,1,1,1,0,0,0,3852,231120,647,43,11,310831,63480,5600,119627,379991,350747,0.9230402825330074,80,29244,100,12,204,,,12,62,12,13,ヘルナイト Lv93 / ヨミオオカミ Lv100 / シンダーホーン Lv100
66,collector,収集・配合,2437391413,completed,1,,,1000,400,80,793,559,234,28456,558,235,0,0,847,132,1,289,0,152,115,93,30,29,438,439,385,0.876993166287016,2,28,0,3370,202200,793,45,12,332470,64480,6850,156665,403880,380765,0.9427676537585421,80,23115,100,13,280,634,,29,64,33,13,アビスジェリー Lv100 / ルーメンオウル Lv100 / ドゥームゲイザー Lv72
67,rush,速攻,4024521324,stuck,0,tower,boss_retry_cap,1000,400,80,297,159,138,1036,154,143,0,0,452,0,0,9,0,0,0,3,2,2,0,1,1,1,0,0,0,320,19200,297,23,6,16948,6400,1550,5488,24978,24688,0.988389783009048,76,290,33,7,,,,3,22,3,4,プフバット Lv32 / つぼみラビ Lv33 / ぷるミン Lv33
68,balanced,バランス,2527087544,completed,1,,,1000,400,80,670,444,226,5685,454,216,0,0,718,142,1,70,0,44,0,46,13,12,0,1,1,1,0,0,0,4480,268800,670,43,11,283115,63480,5600,68710,352275,337510,0.9580867220211482,80,14765,99,12,63,,,14,63,14,13,ヘルナイト Lv88 / ゲイルグリフ Lv93 / アビスフィン Lv99
69,collector,収集・配合,252007887,stuck,0,sky_ruins,boss_training_campaign_cap,1000,400,80,1000,722,278,33739,715,285,0,0,918,182,1,265,0,172,133,81,28,26,599,600,547,0.9116666666666666,0,0,0,3639,218340,1000,43,13,520417,55830,8250,306182,584577,554472,0.9485012239619417,80,30105,100,14,577,728,,29,65,29,12,ドゥームゲイザー Lv100 / ルーメンオウル Lv100 / ルミネル Lv100
70,rush,速攻,807424019,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,553,292,261,2070,286,267,0,0,790,0,0,10,0,0,0,4,2,2,0,1,1,1,0,0,0,868,52080,553,26,8,52070,10000,2750,12352,64900,64432,0.992788906009245,59,468,51,9,,,,3,32,3,6,アワマリン Lv50 / ぷるミン Lv51 / リーフリン Lv51
