run,profile,stage_index,stage_id,stage_name,req_level,boss_level,unlock_wins,reached,cleared,entry_highest_level,boss_start_highest_level,clear_highest_level,normalBattles,normalCombatWins,scoutWins,normalLosses,scoutEncounters,bossAttempts,bossLosses,bossTurns,recruitmentBossBattles,recruitmentBossLosses,totalBattles,totalTurns,guardTurns,maxGuardStreak,maxBattleTurns,battles50Plus,guardLoopBattles,stalledBattles,kos,trainingBooks,fusions,levelRecoveryBattles,gold_at_entry,gold_at_clear
6,collector,11,deep_sea_temple,深海神殿,46,66,6,1,1,58,59,78,84,80,1,3,13,26,25,1928,5,5,115,2193,23,1,83,26,0,0,109,926,0,0,4360,16007
6,collector,12,demon_gate,魔界門,54,76,7,1,1,78,80,91,43,40,0,3,15,12,11,2436,5,5,60,2635,18,1,235,12,0,0,61,639,0,0,8449,22671
6,collector,13,sky_ruins,天空遺跡,68,86,7,1,0,91,87,0,31,28,3,0,4,9,8,3444,0,0,40,3533,11,1,400,9,0,1,25,592,0,0,11966,0
7,rush,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,10,3,1,6,8,3,2,20,0,0,13,47,0,0,8,0,0,0,11,7,0,0,230,686
7,rush,2,cave,こだま洞くつ,3,7,2,1,1,6,7,12,17,15,0,2,4,14,13,76,0,0,31,122,0,0,8,0,0,0,32,33,0,0,686,571
7,rush,3,brook,しずく湖畔,5,10,3,1,1,12,13,14,4,3,1,0,1,2,1,13,0,0,6,22,0,0,7,0,0,0,5,8,0,0,571,1340
7,rush,4,volcano,ほむら火山,8,14,4,1,1,14,14,21,32,32,0,0,0,29,28,146,0,0,61,217,0,0,6,0,0,0,90,75,0,0,1340,969
7,rush,5,tower,星晶の塔,12,20,5,1,0,21,22,0,87,85,0,2,0,80,80,363,0,0,167,572,0,0,7,0,0,0,254,185,0,0,969,0
7,rush,6,snowfield,霜降り雪原,16,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,rush,7,thunder_ruins,雷鳴遺跡,21,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,rush,8,prism_sanctuary,虹晶聖域,28,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,rush,9,poison_bog,毒霧の沼地,34,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,rush,10,machine_city,古代機械都市,39,57,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,rush,11,deep_sea_temple,深海神殿,46,66,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,rush,12,demon_gate,魔界門,54,76,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,rush,13,sky_ruins,天空遺跡,68,86,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,6,5,1,0,2,3,2,25,1,0,10,48,3,1,11,0,0,0,4,6,0,0,230,873
8,balanced,2,cave,こだま洞くつ,3,7,2,1,1,7,7,11,6,5,1,0,3,3,2,46,2,1,11,96,3,1,25,0,0,0,12,15,0,0,951,2538
8,balanced,3,brook,しずく湖畔,5,10,3,1,1,12,11,13,5,4,1,0,4,2,1,8,2,2,9,32,0,0,7,0,0,0,9,16,0,0,2352,2064
8,balanced,4,volcano,ほむら火山,8,14,4,1,1,13,13,19,18,17,1,0,3,8,7,45,2,1,28,106,9,1,11,0,0,0,29,48,0,0,1599,2434
8,balanced,5,tower,星晶の塔,12,20,5,1,1,19,19,22,13,12,1,0,4,5,4,29,2,2,20,69,1,1,8,0,0,0,19,62,0,0,3599,1809
8,balanced,6,snowfield,霜降り雪原,16,25,4,1,1,22,23,28,16,16,0,0,6,7,6,51,2,2,25,103,7,1,9,0,0,0,27,101,0,0,1401,2425
8,balanced,7,thunder_ruins,雷鳴遺跡,21,31,5,1,1,28,29,33,15,14,1,0,4,6,5,37,2,2,23,81,4,1,8,0,0,0,22,65,0,0,1878,5752
8,balanced,8,prism_sanctuary,虹晶聖域,28,42,6,1,1,33,34,56,118,116,0,2,10,56,55,292,2,2,176,638,36,1,9,0,0,0,195,713,0,0,4455,5008
8,balanced,9,poison_bog,毒霧の沼地,34,48,5,1,1,56,56,57,5,4,1,0,5,1,0,7,2,2,8,37,2,1,8,0,0,0,8,0,0,0,3880,15200
8,balanced,10,machine_city,古代機械都市,39,57,6,1,1,57,57,61,16,15,1,0,4,6,5,33,2,2,24,99,8,1,7,0,0,0,37,332,1,0,11771,14251
8,balanced,11,deep_sea_temple,深海神殿,46,66,6,1,1,61,63,93,161,152,0,9,17,74,73,402,2,2,237,960,106,1,10,0,0,0,325,1844,0,0,11037,9942
8,balanced,12,demon_gate,魔界門,54,76,7,1,1,93,94,100,25,24,1,0,3,10,9,71,2,2,37,154,21,1,8,0,0,0,38,540,0,0,7700,14277
8,balanced,13,sky_ruins,天空遺跡,68,86,7,1,0,100,98,0,167,166,1,0,2,80,80,521,0,0,247,907,55,1,8,0,0,0,251,350,0,0,11057,0
9,collector,1,meadow,はじまり草原,1,4,2,1,1,1,3,6,8,7,1,0,5,3,2,28,4,3,15,87,5,1,12,0,0,0,12,1,0,0,230,1123
9,collector,2,cave,こだま洞くつ,3,7,2,1,1,6,7,10,5,4,1,0,6,2,1,38,5,5,12,105,3,1,21,0,0,0,13,5,0,0,845,3057
9,collector,3,brook,しずく湖畔,5,10,3,1,1,10,10,14,15,13,2,0,8,5,4,41,5,5,25,95,1,1,14,0,0,0,29,11,0,0,1615,1535
9,collector,4,volcano,ほむら火山,8,14,4,1,1,14,11,16,19,14,2,3,11,5,4,79,5,5,29,205,1,1,32,0,0,0,42,13,0,0,812,2616
9,collector,5,tower,星晶の塔,12,20,5,1,1,16,16,24,51,46,1,4,11,15,14,235,5,5,71,464,4,1,84,2,0,0,74,50,0,0,1382,2307
9,collector,6,snowfield,霜降り雪原,16,25,4,1,1,24,25,29,22,19,3,0,8,7,6,477,5,5,34,657,6,1,99,5,0,0,40,87,1,0,1220,4091
9,collector,7,thunder_ruins,雷鳴遺跡,21,31,5,1,1,29,30,33,14,12,2,0,8,4,3,208,5,5,23,273,1,1,105,2,0,0,27,46,0,0,2161,3657
9,collector,8,prism_sanctuary,虹晶聖域,28,42,6,1,1,33,33,59,189,152,1,36,47,50,49,747,5,5,244,2770,10,1,191,22,0,0,293,758,0,0,1932,5601
9,collector,9,poison_bog,毒霧の沼地,34,48,5,1,1,59,57,60,17,13,4,0,9,5,4,144,5,5,27,301,2,1,49,0,0,0,39,145,1,0,2957,8797
9,collector,10,machine_city,古代機械都市,39,57,6,1,1,60,61,63,15,15,0,0,11,4,3,144,5,5,24,404,3,1,55,2,0,0,42,150,0,0,4644,8375
9,collector,11,deep_sea_temple,深海神殿,46,66,6,1,1,63,64,95,171,164,1,6,12,54,53,8966,5,5,230,12755,50,1,317,56,0,0,231,1839,0,0,4422,15949
9,collector,12,demon_gate,魔界門,54,76,7,1,1,95,92,92,12,5,2,5,15,1,0,219,5,5,18,486,1,1,219,2,0,0,40,0,0,0,8419,31655
9,collector,13,sky_ruins,天空遺跡,68,86,7,1,1,92,93,100,122,116,2,4,13,38,37,9041,5,5,165,9747,17,1,249,41,0,0,149,643,0,0,16708,46879
10,rush,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,8,3,1,4,5,3,2,23,0,0,11,43,0,0,10,0,0,0,10,6,0,0,230,760
10,rush,2,cave,こだま洞くつ,3,7,2,1,1,6,6,10,5,4,1,0,2,4,3,36,0,0,9,51,0,0,10,0,0,0,10,16,0,0,760,1393
10,rush,3,brook,しずく湖畔,5,10,3,1,1,10,11,14,5,5,0,0,0,3,2,18,0,0,8,27,0,0,8,0,0,0,8,26,0,0,1393,1139
10,rush,4,volcano,ほむら火山,8,14,4,1,1,14,14,19,22,22,0,0,0,19,18,110,0,0,41,164,0,0,8,0,0,0,56,39,0,0,1139,2149
10,rush,5,tower,星晶の塔,12,20,5,1,0,19,20,0,85,85,0,0,0,80,80,387,0,0,165,600,0,0,7,0,0,0,243,208,0,0,2149,0
10,rush,6,snowfield,霜降り雪原,16,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,rush,7,thunder_ruins,雷鳴遺跡,21,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,rush,8,prism_sanctuary,虹晶聖域,28,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,rush,9,poison_bog,毒霧の沼地,34,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,rush,10,machine_city,古代機械都市,39,57,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,rush,11,deep_sea_temple,深海神殿,46,66,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,rush,12,demon_gate,魔界門,54,76,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,rush,13,sky_ruins,天空遺跡,68,86,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,7,5,1,1,3,3,2,25,1,0,11,51,3,1,12,0,0,0,7,5,0,0,230,916
11,balanced,2,cave,こだま洞くつ,3,7,2,1,1,7,6,10,6,5,1,0,2,3,2,32,1,0,10,61,1,1,15,0,0,0,5,11,0,0,994,2694
11,balanced,3,brook,しずく湖畔,5,10,3,1,1,11,11,13,5,4,1,0,3,2,1,13,2,2,9,34,2,1,7,0,0,0,7,11,0,0,2828,3207
11,balanced,4,volcano,ほむら火山,8,14,4,1,1,13,13,19,20,19,1,0,6,9,8,48,2,2,31,106,5,1,8,0,0,0,34,68,0,0,2485,1521
11,balanced,5,tower,星晶の塔,12,20,5,1,1,19,20,27,33,32,1,0,3,15,14,77,2,2,50,178,13,1,9,0,0,0,55,83,0,0,1179,3030
11,balanced,6,snowfield,霜降り雪原,16,25,4,1,1,27,25,32,32,31,1,0,4,15,14,154,2,2,49,256,9,1,22,0,0,0,51,132,0,0,2347,2434
11,balanced,7,thunder_ruins,雷鳴遺跡,21,31,5,1,1,32,33,38,30,29,0,1,6,13,12,204,2,2,45,301,5,1,32,0,0,0,52,120,0,0,1885,3065
11,balanced,8,prism_sanctuary,虹晶聖域,28,42,6,1,1,38,39,56,105,99,1,5,11,48,47,299,2,2,155,825,4,1,33,0,0,0,183,587,0,0,2375,7180
11,balanced,9,poison_bog,毒霧の沼地,34,48,5,1,1,56,56,57,5,4,1,0,3,1,0,11,2,2,8,34,0,0,11,0,0,0,7,0,0,0,5561,12726
11,balanced,10,machine_city,古代機械都市,39,57,6,1,1,57,58,74,94,93,1,0,4,45,44,365,2,2,141,651,11,1,26,0,0,0,141,1026,0,0,9856,12149
11,balanced,11,deep_sea_temple,深海神殿,46,66,6,1,1,74,73,89,82,79,1,2,6,38,37,1821,2,2,122,2156,26,1,64,30,0,0,132,1031,0,0,9409,18178
11,balanced,12,demon_gate,魔界門,54,76,7,1,0,89,90,0,168,166,1,1,6,80,80,9146,0,0,248,10086,119,1,131,85,0,0,293,793,0,0,14078,0
11,balanced,13,sky_ruins,天空遺跡,68,86,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,collector,1,meadow,はじまり草原,1,4,2,1,1,1,3,6,8,7,1,0,6,3,2,25,5,5,16,85,3,1,10,0,0,0,15,0,0,0,230,1149
12,collector,2,cave,こだま洞くつ,3,7,2,1,1,6,6,12,17,17,0,0,7,6,5,105,5,5,28,207,6,1,24,0,0,0,22,15,0,0,609,1094
12,collector,3,brook,しずく湖畔,5,10,3,1,1,12,12,16,18,15,3,0,8,6,5,89,5,5,29,153,3,1,25,0,0,0,32,13,0,0,580,1973
12,collector,4,volcano,ほむら火山,8,14,4,1,1,16,13,17,16,13,3,0,8,5,4,29,5,5,26,159,6,1,24,0,0,0,32,23,0,0,1043,1619
12,collector,5,tower,星晶の塔,12,20,5,1,1,17,17,22,30,28,1,1,10,9,8,41,5,5,44,149,3,1,7,0,0,0,49,28,0,0,856,2329
12,collector,6,snowfield,霜降り雪原,16,25,4,1,1,22,23,30,34,32,2,0,7,11,10,68,5,5,50,169,5,1,9,0,0,0,48,108,0,0,1231,2917
12,collector,7,thunder_ruins,雷鳴遺跡,21,31,5,1,1,30,30,35,23,21,2,0,9,7,6,40,5,5,35,113,5,1,7,0,0,0,35,64,0,0,1540,5416
12,collector,8,prism_sanctuary,虹晶聖域,28,42,6,1,1,35,36,58,136,131,1,4,12,43,42,193,5,5,184,727,33,1,34,0,0,0,190,653,0,0,2860,5599
12,collector,9,poison_bog,毒霧の沼地,34,48,5,1,1,58,58,59,5,2,3,0,10,1,0,7,5,5,11,52,0,0,7,0,0,0,17,0,0,0,2956,12527
12,collector,10,machine_city,古代機械都市,39,57,6,1,1,59,55,61,30,27,3,0,9,9,8,50,5,5,44,154,11,1,7,0,0,0,43,267,0,0,6613,10250
12,collector,11,deep_sea_temple,深海神殿,46,66,6,1,1,61,60,82,103,100,2,1,10,33,32,275,5,5,141,825,37,1,103,1,0,0,126,1144,0,0,5411,11414
12,collector,12,demon_gate,魔界門,54,76,7,1,1,82,84,88,26,20,2,4,11,6,5,48,5,5,37,1057,3,1,121,10,0,0,56,313,0,0,6026,20601
12,collector,13,sky_ruins,天空遺跡,68,86,7,1,1,88,81,98,66,61,3,2,11,20,19,4329,5,5,91,4546,15,1,321,20,0,0,86,1170,0,0,10874,27650
13,rush,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,17,5,1,11,8,5,4,38,0,0,22,84,0,0,11,0,0,0,20,8,0,0,230,567
