run,profile,stage_index,stage_id,stage_name,req_level,boss_level,unlock_wins,reached,cleared,entry_highest_level,boss_start_highest_level,clear_highest_level,normalBattles,normalCombatWins,scoutWins,normalLosses,scoutEncounters,bossAttempts,bossLosses,bossTurns,recruitmentBossBattles,recruitmentBossLosses,totalBattles,totalTurns,guardTurns,maxGuardStreak,maxBattleTurns,battles50Plus,guardLoopBattles,stalledBattles,kos,trainingBooks,fusions,levelRecoveryBattles,gold_at_entry,gold_at_clear,scenario
9,collector,1,meadow,はじまり草原,1,4,2,1,1,1,3,6,10,7,1,2,3,3,2,29,1,0,14,62,6,1,13,0,0,0,8,0,0,0,230,1138,control
9,collector,2,cave,こだま洞くつ,3,7,2,1,1,7,7,11,8,7,1,0,6,3,2,39,5,4,16,113,3,1,15,0,0,0,12,10,0,0,1216,2593,control
9,collector,3,brook,しずく湖畔,5,10,3,1,1,11,11,14,12,10,2,0,8,4,3,48,5,3,21,109,1,1,15,0,0,0,14,18,0,0,1674,1333,control
9,collector,4,volcano,ほむら火山,8,14,4,1,1,15,13,16,10,8,2,0,8,3,2,18,5,5,18,108,2,1,17,0,0,0,25,16,0,0,2141,3388,control
9,collector,5,tower,星晶の塔,12,20,5,1,1,16,16,24,45,42,2,1,9,14,13,310,5,5,64,537,8,1,79,2,0,0,67,52,0,0,1790,2276,control
10,rush,1,meadow,はじまり草原,1,4,2,1,1,1,3,10,20,16,0,4,6,15,14,67,0,0,35,108,0,0,7,0,0,0,18,17,0,0,230,489,control
10,rush,2,cave,こだま洞くつ,3,7,2,1,1,10,10,15,28,27,1,0,1,27,26,126,0,0,55,190,0,0,7,0,0,0,53,45,0,0,489,535,control
10,rush,3,brook,しずく湖畔,5,10,3,1,1,15,16,16,4,3,1,0,3,2,1,11,0,0,6,19,0,0,8,0,0,0,5,7,0,0,535,1160,control
10,rush,4,volcano,ほむら火山,8,14,4,1,1,16,17,20,15,15,0,0,0,12,11,64,0,0,27,93,0,0,6,0,0,0,36,45,0,0,1160,932,control
10,rush,5,tower,星晶の塔,12,20,5,1,1,20,21,26,32,30,0,2,0,26,25,109,0,0,58,183,0,0,6,0,0,0,85,81,0,0,932,1531,control
11,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,3,7,6,5,1,0,3,3,2,26,2,0,11,56,3,1,10,0,0,0,5,6,0,0,230,879,control
11,balanced,2,cave,こだま洞くつ,3,7,2,1,1,9,9,12,6,5,1,0,3,3,2,25,2,2,11,61,2,1,11,0,0,0,13,25,0,0,1655,1715,control
11,balanced,3,brook,しずく湖畔,5,10,3,1,1,12,13,15,7,6,1,0,3,3,2,34,2,2,12,55,1,1,13,0,0,0,14,20,0,0,1329,1174,control
11,balanced,4,volcano,ほむら火山,8,14,4,1,1,15,13,18,18,17,1,0,3,8,7,85,2,2,28,133,5,1,20,0,0,0,28,50,0,0,910,1500,control
11,balanced,5,tower,星晶の塔,12,20,5,1,1,18,18,24,29,28,1,0,4,13,12,96,2,2,44,189,1,1,13,0,0,0,46,56,0,0,1162,3392,control
12,collector,1,meadow,はじまり草原,1,4,2,1,1,1,3,8,17,17,0,0,2,6,5,54,2,1,25,106,6,1,12,0,0,0,6,0,0,0,230,1549,control
12,collector,2,cave,こだま洞くつ,3,7,2,1,1,8,5,10,11,9,2,0,3,4,3,61,1,0,16,103,6,1,20,0,0,0,7,8,0,0,1712,2335,control
12,collector,3,brook,しずく湖畔,5,10,3,1,1,10,10,15,15,12,3,0,8,5,4,44,5,5,25,109,3,1,16,0,0,0,29,32,0,0,2709,1376,control
12,collector,4,volcano,ほむら火山,8,14,4,1,1,15,13,14,4,1,3,0,4,1,0,5,1,0,6,24,1,1,8,0,0,0,4,0,0,0,728,3094,control
12,collector,5,tower,星晶の塔,12,20,5,1,1,15,14,17,11,9,2,0,8,3,2,14,5,5,19,71,2,1,7,0,0,0,24,15,0,0,4551,4564,control
13,rush,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,4,3,1,0,1,3,2,24,0,0,7,35,0,0,10,0,0,0,5,9,0,0,230,655,control
13,rush,2,cave,こだま洞くつ,3,7,2,1,1,7,7,10,4,3,1,0,2,3,2,24,0,0,7,35,0,0,10,0,0,0,7,11,0,0,655,1235,control
13,rush,3,brook,しずく湖畔,5,10,3,1,1,10,10,13,5,5,0,0,0,3,2,18,0,0,8,27,0,0,7,0,0,0,7,23,0,0,1235,1455,control
13,rush,4,volcano,ほむら火山,8,14,4,1,1,13,14,19,19,19,0,0,0,16,15,85,0,0,35,124,0,0,6,0,0,0,49,50,0,0,1455,960,control
13,rush,5,tower,星晶の塔,12,20,5,1,0,19,20,0,46,45,0,1,0,40,40,179,0,0,86,289,0,0,7,0,0,0,125,126,0,0,960,0,control
14,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,2,5,4,2,2,0,4,2,1,24,2,2,8,57,5,1,13,0,0,0,11,2,0,0,230,1128,control
14,balanced,2,cave,こだま洞くつ,3,7,2,1,1,5,5,10,10,9,1,0,3,5,4,54,2,2,17,98,2,1,14,0,0,0,20,17,0,0,874,1931,control
14,balanced,3,brook,しずく湖畔,5,10,3,1,1,10,11,14,11,10,1,0,3,5,4,31,2,2,18,76,1,1,9,0,0,0,20,21,0,0,1496,1590,control
14,balanced,4,volcano,ほむら火山,8,14,4,1,1,14,14,18,12,11,1,0,5,5,4,64,2,2,19,109,5,1,22,0,0,0,22,37,0,0,1232,2152,control
14,balanced,5,tower,星晶の塔,12,20,5,1,1,18,16,23,31,30,1,0,6,14,13,74,2,2,47,165,9,1,7,0,0,0,53,71,0,0,1667,2217,control
15,collector,1,meadow,はじまり草原,1,4,2,1,1,1,3,6,12,10,1,1,3,4,3,39,1,0,17,71,4,1,13,0,0,0,9,0,0,0,230,1728,control
15,collector,2,cave,こだま洞くつ,3,7,2,1,1,7,5,10,11,9,2,0,4,4,3,45,2,0,17,88,3,1,13,0,0,0,8,8,0,0,1806,2242,control
15,collector,3,brook,しずく湖畔,5,10,3,1,1,11,11,13,9,6,3,0,8,3,2,18,5,5,17,65,2,1,9,0,0,0,23,15,0,0,3210,2110,control
15,collector,4,volcano,ほむら火山,8,14,4,1,1,13,14,20,34,33,1,0,7,11,10,254,5,5,50,499,11,1,28,0,0,0,53,36,0,0,1115,2787,control
15,collector,5,tower,星晶の塔,12,20,5,1,1,20,17,24,55,47,3,5,14,16,15,249,5,5,76,489,5,1,86,1,0,0,87,52,0,0,1472,2312,control
16,rush,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,6,4,1,1,2,4,3,31,0,0,10,50,0,0,10,0,0,0,9,8,0,0,230,694,control
16,rush,2,cave,こだま洞くつ,3,7,2,1,1,7,7,12,11,11,0,0,2,10,9,61,0,0,21,88,0,0,7,0,0,0,19,34,0,0,694,566,control
16,rush,3,brook,しずく湖畔,5,10,3,1,1,12,13,14,7,6,1,0,1,5,4,24,0,0,12,39,0,0,7,0,0,0,14,9,0,0,566,1375,control
16,rush,4,volcano,ほむら火山,8,14,4,1,1,14,15,21,28,28,0,0,0,25,24,137,0,0,53,191,0,0,6,0,0,0,77,73,0,0,1375,974,control
16,rush,5,tower,星晶の塔,12,20,5,1,0,21,22,0,45,45,0,0,0,40,40,173,0,0,85,274,0,0,6,0,0,0,123,108,0,0,974,0,control
17,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,8,5,1,2,3,3,2,24,2,1,13,73,7,1,14,0,0,0,10,5,0,0,230,887,control
17,balanced,2,cave,こだま洞くつ,3,7,2,1,1,6,7,11,6,5,1,0,2,3,2,46,1,0,10,71,4,1,23,0,0,0,9,14,0,0,850,2348,control
17,balanced,3,brook,しずく湖畔,5,10,3,1,1,9,10,14,9,9,0,0,4,4,3,20,2,2,15,45,5,1,7,0,0,0,11,34,0,0,2662,1144,control
17,balanced,4,volcano,ほむら火山,8,14,4,1,1,14,14,17,6,5,1,0,3,2,1,10,2,2,10,36,1,1,8,0,0,0,10,23,0,0,887,1228,control
17,balanced,5,tower,星晶の塔,12,20,5,1,1,17,17,20,8,6,1,1,4,2,1,10,2,2,12,50,2,1,9,0,0,0,15,18,0,0,952,4255,control
18,collector,1,meadow,はじまり草原,1,4,2,1,1,1,3,5,6,3,2,1,4,2,1,20,1,0,9,45,4,1,13,0,0,0,8,0,0,0,230,1252,control
18,collector,2,cave,こだま洞くつ,3,7,2,1,1,6,5,10,8,8,0,0,1,3,2,36,1,0,12,76,3,1,18,0,0,0,4,6,0,0,1510,3015,control
18,collector,3,brook,しずく湖畔,5,10,3,1,1,10,7,10,9,8,1,0,6,3,2,13,5,5,17,50,1,1,8,0,0,0,15,7,0,0,3389,3172,control
18,collector,4,volcano,ほむら火山,8,14,4,1,1,10,10,15,16,15,1,0,9,5,4,20,5,5,26,88,3,1,13,0,0,0,19,23,0,0,1676,2068,control
18,collector,5,tower,星晶の塔,12,20,5,1,1,15,17,24,50,43,1,6,14,14,13,190,5,5,69,457,8,1,57,1,0,0,76,43,0,0,1093,3448,control
19,rush,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,4,2,2,0,2,3,2,30,0,0,7,41,0,0,13,0,0,0,7,8,0,0,230,694,control
19,rush,2,cave,こだま洞くつ,3,7,2,1,1,6,7,11,8,8,0,0,0,7,6,50,0,0,15,66,0,0,8,0,0,0,20,16,0,0,694,1418,control
19,rush,3,brook,しずく湖畔,5,10,3,1,1,11,11,14,8,8,0,0,0,6,5,29,0,0,14,45,0,0,6,0,0,0,16,27,0,0,1418,1190,control
19,rush,4,volcano,ほむら火山,8,14,4,1,1,14,15,21,30,30,0,0,0,27,26,132,0,0,57,210,0,0,6,0,0,0,85,73,0,0,1190,1002,control
19,rush,5,tower,星晶の塔,12,20,5,1,0,21,22,0,47,45,0,2,0,40,40,172,0,0,87,307,0,0,7,0,0,0,143,107,0,0,1002,0,control
20,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,3,6,8,5,1,2,4,3,2,24,2,2,13,58,4,1,10,0,0,0,11,5,0,0,230,896,control
20,balanced,2,cave,こだま洞くつ,3,7,2,1,1,6,7,10,6,5,1,0,3,3,2,49,2,2,11,84,5,1,23,0,0,0,14,9,0,0,695,1812,control
20,balanced,3,brook,しずく湖畔,5,10,3,1,1,10,10,13,7,6,1,0,3,3,2,16,2,2,12,39,1,1,9,0,0,0,13,22,0,0,1404,1700,control
20,balanced,4,volcano,ほむら火山,8,14,4,1,1,13,14,19,20,19,1,0,3,9,8,66,2,2,31,129,1,1,14,0,0,0,34,58,0,0,1317,1524,control
20,balanced,5,tower,星晶の塔,12,20,5,1,1,19,19,23,25,24,1,0,4,11,10,58,2,2,38,124,7,1,9,0,0,0,41,55,0,0,1181,2207,control
21,collector,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,8,7,1,0,4,3,2,31,2,0,13,82,4,1,17,0,0,0,6,1,0,0,230,1125,control
21,collector,2,cave,こだま洞くつ,3,7,2,1,1,8,8,11,8,7,1,0,2,3,2,54,1,0,12,111,2,1,24,0,0,0,5,11,0,0,1901,2374,control
21,collector,3,brook,しずく湖畔,5,10,3,1,1,12,8,13,15,14,1,0,7,5,4,25,5,5,25,80,0,0,8,0,0,0,19,23,0,0,2748,1358,control
21,collector,4,volcano,ほむら火山,8,14,4,1,1,13,14,20,31,29,2,0,9,10,9,165,5,5,46,262,9,1,19,0,0,0,44,30,0,0,719,2815,control
21,collector,5,tower,星晶の塔,12,20,5,1,1,20,20,26,39,35,3,1,9,12,11,118,5,5,56,264,4,1,22,0,0,0,57,61,0,0,1488,2285,control
22,rush,1,meadow,はじまり草原,1,4,2,1,1,1,3,9,17,15,0,2,3,14,13,65,0,0,31,103,0,0,7,0,0,0,15,8,0,0,230,1127,control
22,rush,2,cave,こだま洞くつ,3,7,2,1,1,9,9,12,7,6,1,0,2,6,5,43,0,0,13,55,0,0,9,0,0,0,11,23,0,0,1127,1223,control
22,rush,3,brook,しずく湖畔,5,10,3,1,1,12,12,15,12,11,1,0,1,10,9,68,0,0,22,88,0,0,8,0,0,0,28,25,0,0,1223,1125,control
22,rush,4,volcano,ほむら火山,8,14,4,1,1,15,16,18,7,7,0,0,0,4,3,23,0,0,11,36,0,0,7,0,0,0,11,33,0,0,1125,979,control
22,rush,5,tower,星晶の塔,12,20,5,1,0,18,20,0,48,45,0,3,0,40,40,198,0,0,88,329,0,0,8,0,0,0,132,115,0,0,979,0,control
23,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,6,4,2,0,4,3,2,39,2,1,11,83,8,1,17,0,0,0,13,5,0,0,230,922,control
23,balanced,2,cave,こだま洞くつ,3,7,2,1,1,7,7,10,4,3,1,0,3,2,1,20,2,2,8,54,2,1,12,0,0,0,12,7,0,0,890,2452,control
23,balanced,3,brook,しずく湖畔,5,10,3,1,1,10,10,11,3,2,1,0,3,1,0,8,2,2,6,28,0,0,8,0,0,0,8,0,0,0,1900,3054,control
23,balanced,4,volcano,ほむら火山,8,14,4,1,1,11,12,16,13,11,1,1,5,5,4,32,2,2,20,81,3,1,8,0,0,0,26,41,0,0,2366,1223,control
23,balanced,5,tower,星晶の塔,12,20,5,1,1,16,18,22,21,20,1,0,3,9,8,48,2,2,32,115,1,1,11,0,0,0,34,68,0,0,948,1873,control
24,collector,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,9,6,2,1,4,3,2,33,1,0,13,61,4,1,14,0,0,0,10,0,0,0,230,1154,control
24,collector,2,cave,こだま洞くつ,3,7,2,1,1,6,6,10,5,4,1,0,6,2,1,18,5,5,12,94,2,1,14,0,0,0,20,4,0,0,2352,3396,control
24,collector,3,brook,しずく湖畔,5,10,3,1,1,10,9,12,12,9,3,0,8,4,3,39,5,5,21,93,5,1,13,0,0,0,26,12,0,0,1795,1538,control
24,collector,4,volcano,ほむら火山,8,14,4,1,1,12,12,17,19,17,2,0,9,6,5,37,5,5,30,166,3,1,12,0,0,0,41,24,0,0,814,1960,control
24,collector,5,tower,星晶の塔,12,20,5,1,1,17,16,21,29,27,2,0,8,9,8,113,5,5,43,245,2,1,59,1,0,0,43,38,0,0,1035,2237,control
25,rush,1,meadow,はじまり草原,1,4,2,1,1,1,3,7,16,9,0,7,6,8,7,34,0,0,24,81,0,0,7,0,0,0,14,8,0,0,230,545,control
25,rush,2,cave,こだま洞くつ,3,7,2,1,1,7,8,12,10,8,1,1,3,8,7,60,0,0,18,84,0,0,9,0,0,0,16,31,0,0,545,573,control
25,rush,3,brook,しずく湖畔,5,10,3,1,1,12,13,18,23,23,0,0,3,21,20,97,0,0,44,134,0,0,7,0,0,0,41,36,0,0,573,1144,control
25,rush,4,volcano,ほむら火山,8,14,4,1,1,18,18,20,8,7,1,0,1,5,4,32,0,0,13,44,0,0,7,0,0,0,14,33,0,0,1144,1268,control
25,rush,5,tower,星晶の塔,12,20,5,1,0,20,21,0,45,45,0,0,0,40,40,197,0,0,85,306,0,0,7,0,0,0,123,112,0,0,1268,0,control
26,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,7,5,1,1,3,3,2,21,1,0,11,43,3,1,8,0,0,0,5,5,0,0,230,912,control
26,balanced,2,cave,こだま洞くつ,3,7,2,1,1,7,6,11,6,5,1,0,2,3,2,33,1,0,10,63,4,1,16,0,0,0,4,15,0,0,990,2729,control
26,balanced,3,brook,しずく湖畔,5,10,3,1,1,11,11,15,9,9,0,0,5,4,3,18,2,2,15,46,4,1,7,0,0,0,11,36,0,0,2863,1149,control
26,balanced,4,volcano,ほむら火山,8,14,4,1,1,15,15,16,4,3,1,0,5,1,0,6,2,2,7,23,1,1,6,0,0,0,5,0,0,0,891,2149,control
26,balanced,5,tower,星晶の塔,12,20,5,1,1,16,17,22,17,16,1,0,4,7,6,44,2,2,26,94,7,1,8,0,0,0,26,69,0,0,1665,3017,control
27,collector,1,meadow,はじまり草原,1,4,2,1,1,1,3,6,8,7,1,0,4,3,2,29,3,2,14,79,3,1,12,0,0,0,10,1,0,0,230,1132,control
27,collector,2,cave,こだま洞くつ,3,7,2,1,1,7,6,10,8,6,2,0,3,3,2,46,1,0,12,85,4,1,21,0,0,0,5,7,0,0,956,2605,control
27,collector,3,brook,しずく湖畔,5,10,3,1,1,11,11,14,15,14,1,0,7,5,4,40,5,5,25,107,3,1,11,0,0,0,29,28,0,0,3239,1357,control
27,collector,4,volcano,ほむら火山,8,14,4,1,1,14,13,17,19,17,2,0,7,6,5,35,5,5,30,172,5,1,25,0,0,0,36,28,0,0,718,1643,control
27,collector,5,tower,星晶の塔,12,20,5,1,1,17,17,24,36,33,2,1,10,11,10,96,5,5,52,229,2,1,23,0,0,0,52,44,0,0,869,3427,control
28,rush,1,meadow,はじまり草原,1,4,2,1,1,1,3,7,7,6,0,1,1,5,4,29,0,0,12,48,0,0,8,0,0,0,5,7,0,0,230,716,control
28,rush,2,cave,こだま洞くつ,3,7,2,1,1,7,7,11,9,7,2,0,2,8,7,68,0,0,17,90,0,0,10,0,0,0,23,22,0,0,716,1406,control
28,rush,3,brook,しずく湖畔,5,10,3,1,1,11,12,13,4,4,0,0,0,2,1,12,0,0,6,20,0,0,7,0,0,0,5,21,0,0,1406,1141,control
28,rush,4,volcano,ほむら火山,8,14,4,1,1,13,14,19,18,18,0,0,0,15,14,81,0,0,33,128,0,0,7,0,0,0,46,46,0,0,1141,1864,control
28,rush,5,tower,星晶の塔,12,20,5,1,0,19,19,0,49,45,0,4,0,40,40,175,0,0,89,339,0,0,7,0,0,0,144,118,0,0,1864,0,control
29,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,3,7,15,12,0,3,5,6,5,45,2,2,23,89,6,1,11,0,0,0,10,4,0,0,230,853,control
29,balanced,2,cave,こだま洞くつ,3,7,2,1,1,7,8,10,4,2,2,0,4,2,1,23,2,2,8,61,2,1,16,0,0,0,11,7,0,0,705,2198,control
29,balanced,3,brook,しずく湖畔,5,10,3,1,1,10,10,13,7,6,1,0,3,3,2,17,2,2,12,49,0,0,8,0,0,0,15,24,0,0,1703,1617,control
29,balanced,4,volcano,ほむら火山,8,14,4,1,1,13,12,15,10,9,1,0,4,4,3,57,2,2,16,92,2,1,20,0,0,0,17,21,0,0,1253,1245,control
29,balanced,5,tower,星晶の塔,12,20,5,1,1,15,17,21,13,12,1,0,4,5,4,28,2,2,20,68,5,1,7,0,0,0,22,58,0,0,965,1869,control
30,collector,1,meadow,はじまり草原,1,4,2,1,1,1,3,6,10,6,2,2,5,3,2,34,2,1,15,94,6,1,16,0,0,0,17,0,0,0,230,1130,control
30,collector,2,cave,こだま洞くつ,3,7,2,1,1,6,4,10,11,9,2,0,4,4,3,57,2,1,17,133,5,1,19,0,0,0,9,11,0,0,1253,2418,control
30,collector,3,brook,しずく湖畔,5,10,3,1,1,11,11,15,18,16,2,0,7,6,5,50,5,5,29,115,6,1,15,0,0,0,31,18,0,0,2262,2237,control
30,collector,4,volcano,ほむら火山,8,14,4,1,1,15,13,14,7,5,2,0,8,2,1,21,5,5,14,78,1,1,16,0,0,0,23,8,0,0,1182,2947,control
30,collector,5,tower,星晶の塔,12,20,5,1,1,14,15,20,22,19,1,2,9,6,5,34,5,5,33,208,3,1,43,0,0,0,43,21,0,0,1557,3809,control
31,rush,1,meadow,はじまり草原,1,4,2,1,1,1,3,7,4,3,1,0,1,3,2,21,0,0,7,32,0,0,8,0,0,0,5,9,0,0,230,671,control
31,rush,2,cave,こだま洞くつ,3,7,2,1,1,7,7,10,5,4,1,0,1,4,3,33,0,0,9,46,0,0,10,0,0,0,11,12,0,0,671,1355,control
31,rush,3,brook,しずく湖畔,5,10,3,1,1,10,11,13,4,4,0,0,0,2,1,12,0,0,6,18,0,0,6,0,0,0,5,22,0,0,1355,1530,control
31,rush,4,volcano,ほむら火山,8,14,4,1,1,13,14,17,11,11,0,0,0,8,7,46,0,0,19,64,0,0,7,0,0,0,23,34,0,0,1530,963,control
31,rush,5,tower,星晶の塔,12,20,5,1,1,17,18,27,45,43,0,2,0,39,38,185,0,0,84,301,0,0,7,0,0,0,125,123,0,0,963,1907,control
32,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,6,5,1,0,2,3,2,28,1,0,10,56,4,1,15,0,0,0,6,6,0,0,230,867,control
32,balanced,2,cave,こだま洞くつ,3,7,2,1,1,7,5,10,6,5,1,0,3,3,2,36,2,1,11,89,4,1,16,0,0,0,7,11,0,0,945,2775,control
