run,profile,stage_index,stage_id,stage_name,req_level,boss_level,unlock_wins,reached,cleared,entry_highest_level,boss_start_highest_level,clear_highest_level,normalBattles,normalCombatWins,scoutWins,normalLosses,scoutEncounters,bossAttempts,bossLosses,bossTurns,recruitmentBossBattles,recruitmentBossLosses,totalBattles,totalTurns,guardTurns,maxGuardStreak,maxBattleTurns,battles50Plus,guardLoopBattles,stalledBattles,kos,trainingBooks,fusions,levelRecoveryBattles,gold_at_entry,gold_at_clear
6,collector,11,deep_sea_temple,深海神殿,46,66,6,1,1,79,80,91,75,72,0,3,9,23,22,2887,5,5,103,3160,27,1,134,24,0,0,95,791,0,0,4272,15870
6,collector,12,demon_gate,魔界門,54,76,7,1,1,91,92,100,79,71,2,6,14,23,22,3352,5,5,107,6168,28,2,153,49,0,0,133,630,0,0,8377,37183
6,collector,13,sky_ruins,天空遺跡,68,86,7,1,1,100,97,100,34,29,2,3,12,9,8,2181,5,5,48,2510,10,2,248,11,0,0,55,387,0,0,19625,33078
7,rush,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,10,3,1,6,8,3,2,20,0,0,13,47,0,0,8,0,0,0,11,7,0,0,230,686
7,rush,2,cave,こだま洞くつ,3,7,2,1,1,6,7,12,17,15,0,2,4,14,13,76,0,0,31,122,0,0,8,0,0,0,32,33,0,0,686,571
7,rush,3,brook,しずく湖畔,5,10,3,1,1,12,13,14,4,3,1,0,1,2,1,13,0,0,6,22,0,0,7,0,0,0,5,8,0,0,571,1340
7,rush,4,volcano,ほむら火山,8,14,4,1,1,14,14,21,32,32,0,0,0,29,28,146,0,0,61,217,0,0,6,0,0,0,90,75,0,0,1340,969
7,rush,5,tower,星晶の塔,12,20,5,1,0,21,22,0,87,85,0,2,0,80,80,363,0,0,167,572,0,0,7,0,0,0,254,185,0,0,969,0
7,rush,6,snowfield,霜降り雪原,16,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,rush,7,thunder_ruins,雷鳴遺跡,21,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,rush,8,prism_sanctuary,虹晶聖域,28,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,rush,9,poison_bog,毒霧の沼地,34,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,rush,10,machine_city,古代機械都市,39,57,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,rush,11,deep_sea_temple,深海神殿,46,66,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,rush,12,demon_gate,魔界門,54,76,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,rush,13,sky_ruins,天空遺跡,68,86,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,9,7,1,1,3,4,3,39,2,0,15,91,10,3,15,0,0,0,9,7,0,0,230,770
8,balanced,2,cave,こだま洞くつ,3,7,2,1,1,9,9,11,4,3,1,0,3,2,1,40,2,2,8,65,3,2,27,0,0,0,10,10,0,0,1546,2504
8,balanced,3,brook,しずく湖畔,5,10,3,1,1,11,11,14,9,8,1,0,3,4,3,28,2,2,15,61,1,1,10,0,0,0,15,28,0,0,1940,1205
8,balanced,4,volcano,ほむら火山,8,14,4,1,1,14,14,19,18,17,1,0,3,8,7,56,2,2,28,106,9,2,8,0,0,0,30,47,0,0,934,1551
8,balanced,5,tower,星晶の塔,12,20,5,1,1,19,19,23,19,18,1,0,4,8,7,43,2,2,29,95,8,1,9,0,0,0,30,43,0,0,1202,3051
8,balanced,6,snowfield,霜降り雪原,16,25,4,1,1,23,23,31,38,37,1,0,5,18,17,126,2,2,58,221,40,5,10,0,1,0,61,169,0,0,2363,2822
8,balanced,7,thunder_ruins,雷鳴遺跡,21,31,5,1,1,31,32,34,9,8,1,0,4,3,2,18,2,2,14,48,3,1,8,0,0,0,14,49,0,0,2186,2993
8,balanced,8,prism_sanctuary,虹晶聖域,28,42,6,1,1,34,33,44,56,51,1,4,11,24,23,112,2,2,82,325,25,2,26,0,0,0,101,291,0,0,2318,7150
8,balanced,9,poison_bog,毒霧の沼地,34,48,5,1,1,44,45,49,13,12,1,0,5,5,4,37,2,2,20,79,4,1,10,0,0,0,20,203,0,0,5537,5847
8,balanced,10,machine_city,古代機械都市,39,57,6,1,1,49,49,56,29,27,1,1,6,12,11,65,2,2,43,139,9,2,8,0,0,0,45,290,0,0,4529,12123
8,balanced,11,deep_sea_temple,深海神殿,46,66,6,1,1,56,57,61,13,11,1,1,6,4,3,29,2,2,19,89,2,1,9,0,0,0,22,217,0,0,9389,17027
8,balanced,12,demon_gate,魔界門,54,76,7,1,1,61,64,84,58,57,0,1,10,26,25,1867,2,2,86,2071,22,2,94,22,0,0,95,1044,0,0,13186,14207
8,balanced,13,sky_ruins,天空遺跡,68,86,7,1,1,84,86,87,7,6,1,0,6,1,0,8,2,2,10,57,0,0,8,0,0,0,11,0,0,0,11003,35325
9,collector,1,meadow,はじまり草原,1,4,2,1,1,1,3,6,9,8,1,0,4,2,1,18,3,1,14,63,5,3,11,0,0,0,7,0,0,4,230,1288
9,collector,2,cave,こだま洞くつ,3,7,2,1,1,7,7,11,12,11,1,0,6,3,2,52,5,5,20,121,9,3,28,0,0,0,22,9,0,4,1710,2750
9,collector,3,brook,しずく湖畔,5,10,3,1,1,11,11,14,26,24,2,0,7,6,5,43,5,5,37,113,3,1,11,0,0,0,32,13,0,8,1452,1316
9,collector,4,volcano,ほむら火山,8,14,4,1,1,14,14,17,26,24,2,0,9,4,3,58,5,5,35,145,3,1,19,0,0,0,27,23,0,13,697,1919
9,collector,5,tower,星晶の塔,12,20,5,1,1,17,17,21,39,36,2,1,10,7,6,37,5,5,51,183,1,1,44,0,0,0,43,17,0,15,1014,3815
9,collector,6,snowfield,霜降り雪原,16,25,4,1,1,21,24,29,39,36,2,1,9,6,5,441,5,5,50,556,12,2,86,5,0,0,38,76,0,19,2016,2980
9,collector,7,thunder_ruins,雷鳴遺跡,21,31,5,1,1,29,29,34,55,53,2,0,8,8,7,547,5,5,68,655,10,1,85,6,0,0,38,83,0,29,1575,3567
9,collector,8,prism_sanctuary,虹晶聖域,28,42,6,1,1,34,35,54,155,137,1,17,25,37,36,343,5,5,197,2110,18,2,102,18,0,0,207,540,0,24,1885,7962
9,collector,9,poison_bog,毒霧の沼地,34,48,5,1,1,54,54,57,35,32,3,0,10,4,3,33,5,5,44,142,0,0,9,0,0,0,28,150,0,21,4203,6598
9,collector,10,machine_city,古代機械都市,39,57,6,1,1,57,55,70,87,80,4,3,12,27,26,219,5,5,119,532,18,2,105,1,0,0,97,987,2,0,3484,13025
9,collector,11,deep_sea_temple,深海神殿,46,66,6,1,1,70,70,92,135,129,3,3,11,43,42,6958,5,5,183,9436,36,2,274,49,0,0,170,1550,0,0,6875,18011
9,collector,12,demon_gate,魔界門,54,76,7,1,1,92,92,95,20,14,2,4,14,4,3,1119,5,5,29,2536,8,1,282,13,0,0,53,224,0,0,9506,15731
9,collector,13,sky_ruins,天空遺跡,68,86,7,1,0,95,95,0,118,108,3,7,10,35,35,8245,0,0,153,8564,31,3,239,35,0,0,135,371,0,0,8304,0
10,rush,1,meadow,はじまり草原,1,4,2,1,1,1,2,6,8,3,1,4,5,3,2,23,0,0,11,43,0,0,10,0,0,0,10,6,0,0,230,760
10,rush,2,cave,こだま洞くつ,3,7,2,1,1,6,6,10,5,4,1,0,2,4,3,36,0,0,9,51,0,0,10,0,0,0,10,16,0,0,760,1393
10,rush,3,brook,しずく湖畔,5,10,3,1,1,10,11,14,5,5,0,0,0,3,2,18,0,0,8,27,0,0,8,0,0,0,8,26,0,0,1393,1139
10,rush,4,volcano,ほむら火山,8,14,4,1,1,14,14,19,22,22,0,0,0,19,18,110,0,0,41,164,0,0,8,0,0,0,56,39,0,0,1139,2149
10,rush,5,tower,星晶の塔,12,20,5,1,0,19,20,0,85,85,0,0,0,80,80,387,0,0,165,600,0,0,7,0,0,0,243,208,0,0,2149,0
10,rush,6,snowfield,霜降り雪原,16,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,rush,7,thunder_ruins,雷鳴遺跡,21,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,rush,8,prism_sanctuary,虹晶聖域,28,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,rush,9,poison_bog,毒霧の沼地,34,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,rush,10,machine_city,古代機械都市,39,57,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,rush,11,deep_sea_temple,深海神殿,46,66,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,rush,12,demon_gate,魔界門,54,76,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,rush,13,sky_ruins,天空遺跡,68,86,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,balanced,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,9,7,1,1,4,4,3,40,2,2,15,85,16,4,17,0,0,0,12,7,0,0,230,775
11,balanced,2,cave,こだま洞くつ,3,7,2,1,1,7,7,12,12,11,1,0,4,6,5,57,2,2,20,107,7,2,14,0,0,0,23,29,0,0,601,782
11,balanced,3,brook,しずく湖畔,5,10,3,1,1,12,12,16,15,14,1,0,2,7,6,39,1,0,23,73,6,2,8,0,0,0,22,17,0,0,607,1363
11,balanced,4,volcano,ほむら火山,8,14,4,1,1,14,11,13,4,3,1,0,5,1,0,7,2,2,7,33,0,0,7,0,0,0,5,0,0,0,1570,4711
11,balanced,5,tower,星晶の塔,12,20,5,1,1,13,16,28,62,60,1,1,4,29,28,141,2,2,93,275,9,2,9,0,0,0,97,156,0,0,3649,1890
11,balanced,6,snowfield,霜降り雪原,16,25,4,1,1,28,28,30,10,9,1,0,5,4,3,43,2,2,16,78,1,1,18,0,0,0,19,69,0,0,1465,3691
11,balanced,7,thunder_ruins,雷鳴遺跡,21,31,5,1,1,30,31,38,39,38,1,0,4,18,17,123,2,2,59,214,10,1,24,0,0,0,61,170,0,0,2860,3610
11,balanced,8,prism_sanctuary,虹晶聖域,28,42,6,1,1,38,39,60,138,137,1,0,3,67,66,356,2,2,207,762,19,1,12,0,0,0,220,821,0,0,2796,4909
11,balanced,9,poison_bog,毒霧の沼地,34,48,5,1,1,60,61,63,13,12,1,0,3,5,4,89,2,2,20,124,1,1,23,0,0,0,20,133,0,0,3802,11637
11,balanced,10,machine_city,古代機械都市,39,57,6,1,1,63,64,69,32,31,1,0,5,14,13,119,2,2,48,199,9,2,15,0,0,0,51,384,0,0,9013,8157
11,balanced,11,deep_sea_temple,深海神殿,46,66,6,1,1,69,70,92,122,119,1,2,6,58,57,1281,2,2,182,1689,7,1,68,15,0,0,190,1486,0,0,6318,14904
11,balanced,12,demon_gate,魔界門,54,76,7,1,0,92,94,0,168,166,1,1,4,80,80,17580,0,0,248,18072,14,1,268,80,0,0,250,620,0,0,11543,0
11,balanced,13,sky_ruins,天空遺跡,68,86,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,collector,1,meadow,はじまり草原,1,4,2,1,1,1,3,6,8,7,1,0,6,3,2,26,5,5,16,86,6,3,11,0,0,0,15,0,0,0,230,1157
12,collector,2,cave,こだま洞くつ,3,7,2,1,1,6,7,13,26,26,0,0,7,9,8,169,5,5,40,292,15,2,26,0,0,0,28,15,0,0,613,1311
12,collector,3,brook,しずく湖畔,5,10,3,1,1,13,13,17,21,19,2,0,6,7,6,65,3,2,31,137,3,2,16,0,0,0,29,16,0,0,694,2027
12,collector,4,volcano,ほむら火山,8,14,4,1,1,13,13,16,13,10,3,0,9,4,3,32,5,5,22,107,2,1,12,0,0,0,27,23,0,0,1777,1596
12,collector,5,tower,星晶の塔,12,20,5,1,1,16,17,23,38,36,2,0,9,12,11,143,5,5,55,339,4,2,77,1,0,0,58,38,0,0,844,2280
12,collector,6,snowfield,霜降り雪原,16,25,4,1,1,23,25,29,13,12,1,0,8,4,3,157,5,5,22,231,8,3,54,2,0,0,29,70,0,0,1205,4054
12,collector,7,thunder_ruins,雷鳴遺跡,21,31,5,1,1,29,27,29,9,5,3,1,10,2,1,10,5,5,16,79,3,1,9,0,0,0,28,18,0,0,2142,3752
12,collector,8,prism_sanctuary,虹晶聖域,28,42,6,1,1,29,37,47,51,50,1,0,6,16,15,80,5,5,72,1715,8,2,69,25,0,0,89,271,0,0,1982,5532
12,collector,9,poison_bog,毒霧の沼地,34,48,5,1,1,47,47,48,5,4,1,0,10,1,0,7,5,5,11,65,1,1,8,0,0,0,22,0,0,0,2921,11409
12,collector,10,machine_city,古代機械都市,39,57,6,1,1,48,49,68,107,101,1,5,14,33,32,209,5,5,145,2900,79,2,109,27,0,0,225,883,1,0,6022,8134
12,collector,11,deep_sea_temple,深海神殿,46,66,6,1,1,68,68,80,63,58,2,3,11,19,18,108,5,5,87,3210,29,2,122,26,0,0,105,645,0,0,4294,15986
12,collector,12,demon_gate,魔界門,54,76,7,1,1,80,82,85,27,11,2,14,23,3,2,18,5,5,35,572,7,4,129,3,0,0,76,136,0,0,8438,22782
12,collector,13,sky_ruins,天空遺跡,68,86,7,1,1,85,79,100,109,104,2,3,15,34,33,10400,5,5,148,12311,52,2,354,43,0,0,141,1604,0,0,12025,37427
13,rush,1,meadow,はじまり草原,1,4,2,1,1,1,2,7,17,5,1,11,8,5,4,38,0,0,22,84,0,0,11,0,0,0,20,8,0,0,230,567
