run,profile,profile_label,seed,status,completed,failed_stage,failure_reason,maxBattles,maxTurnsPerBattle,maxBossLosses,totalBattles,normalBattles,bossBattles,totalTurns,wins,losses,stalledBattles,timerOrTurnCaps,kos,guardTurns,maxGuardStreak,maxBattleTurns,guardLoopBattles,battles50Plus,battles100Plus,scoutAttempts,scoutSuccesses,zeroRewardScoutWins,scoutCharmPurchases,scoutCharmConsumed,scoutCharmWasted,charmWasteRate,fusions,fusionLevelDebt,levelRecoveryBattles,trainingBooks,trainingGold,freeHeals,questClaims,rankClaims,battleGold,questGold,rankGold,defeatGoldLost,goldInflow,goldSink,goldSinkRate,minGold,finalGold,finalHighestLevel,finalPlayerRank,firstBRankBattle,firstARankBattle,firstSRankBattle,finalOwned,finalDexDiscovered,finalDexScouted,bossesCleared,finalParty
11,balanced,バランス,1443398266,stuck,0,demon_gate,boss_retry_cap,1000,400,80,938,624,314,21711,631,307,0,0,970,99,4,268,0,95,62,42,13,12,0,1,1,1,0,0,0,3892,233520,938,40,12,392127,41780,6850,189403,440837,422923,0.959363665028117,80,17914,100,13,58,,,14,57,14,11,コーラルルーメ Lv100 / スノーフェア Lv100 / グルーモス Lv100
12,collector,収集・配合,1671141722,completed,1,,,1000,400,80,700,490,210,22044,478,222,0,0,872,217,4,354,0,127,77,132,22,21,374,375,309,0.824,1,38,0,3719,223140,700,45,11,323718,64480,5600,132285,393878,374125,0.9498499535389131,80,19753,100,12,87,,,22,62,24,13,ヘルナイト Lv100 / ルーメンオウル Lv100 / 雲ぷる Lv100
13,rush,速攻,2844491265,stuck,0,snowfield,boss_retry_cap,1000,400,80,305,167,138,1101,158,147,0,0,432,0,0,11,0,0,0,2,2,2,0,1,1,1,0,0,0,485,29100,305,25,7,25363,9000,2100,7067,36543,36167,0.9897107517171552,59,376,40,8,,,,3,30,3,5,トゲホッグ Lv39 / ぷるミン Lv40 / プフバット Lv39
14,balanced,バランス,2574569498,completed,1,,,1000,400,80,491,326,165,3680,332,159,0,0,505,184,5,92,1,22,0,47,12,11,0,1,1,1,0,0,0,2907,174420,491,43,10,177649,63480,4500,56549,245709,230969,0.9400103374316773,80,14740,88,11,391,391,,13,63,13,13,パールセラフ Lv80 / ストームジン Lv78 / クラッグベア Lv88
15,collector,収集・配合,2440960008,completed,1,,,1000,400,80,999,729,270,30117,664,335,0,0,981,175,5,334,1,130,93,103,30,27,562,563,495,0.8792184724689165,3,108,0,3488,209280,999,45,13,442309,64480,8250,252070,515119,489450,0.9501687959481208,25,25669,100,14,76,217,,28,66,34,13,ドゥームゲイザー Lv100 / コーラルルーメ Lv100 / ルーメンオウル Lv100
16,rush,速攻,3382052841,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,525,273,252,1823,277,248,0,0,783,0,0,8,0,0,0,2,2,2,0,1,1,1,0,0,0,873,52380,525,26,8,52038,10000,2750,12053,64868,64433,0.9932940741197509,80,435,51,9,,,,3,32,3,6,ぷるミン Lv51 / プフバット Lv51 / つぼみラビ Lv51
17,balanced,バランス,3244369561,completed,1,,,1000,400,80,661,438,223,5135,445,216,0,0,714,110,3,68,0,38,0,43,13,13,0,1,1,1,0,0,0,3687,221220,661,43,11,245761,63480,5600,67809,314921,289029,0.9177825549899816,80,25892,88,12,191,626,,14,59,14,13,ストームジン Lv75 / ドゥームゲイザー Lv76 / アビスフィン Lv88
18,collector,収集・配合,3653777182,completed,1,,,1000,400,80,650,456,194,16640,446,204,0,0,788,181,2,216,0,114,78,95,31,29,360,361,302,0.8365650969529086,1,32,0,3166,189960,650,45,11,253117,64480,5600,104365,323277,312325,0.9661219325841306,80,10952,92,12,186,622,,31,62,33,13,ストームジン Lv84 / ルーメンオウル Lv90 / アビスジェリー Lv92
19,rush,速攻,873058177,stuck,0,snowfield,boss_retry_cap,1000,400,80,361,190,171,1317,191,170,0,0,516,0,0,10,0,0,0,3,2,2,0,1,1,1,0,0,0,544,32640,361,25,7,29610,9000,2100,7864,40790,40504,0.9929884775680314,80,286,41,8,,,,3,30,3,5,ペブロン Lv41 / ぷるミン Lv41 / プフバット Lv41
20,balanced,バランス,4138599140,completed,1,,,1000,400,80,437,301,136,3629,276,161,0,0,396,37,2,136,0,20,9,41,14,12,0,1,1,1,0,0,0,2304,138240,437,44,9,168079,64330,3550,66706,236039,204946,0.8682717686484013,80,31093,80,10,30,351,,15,59,15,13,パールセラフ Lv77 / ヘルナイト Lv80 / 雲ぷる Lv79
21,collector,収集・配合,2377959507,completed,1,,,1000,400,80,753,537,216,19427,515,238,0,0,841,166,3,288,0,138,58,117,28,26,431,432,359,0.8310185185185185,1,41,0,3280,196800,753,45,11,338093,64480,5600,166420,408253,384770,0.9424792959267905,80,23483,100,12,206,430,,28,64,30,13,パールセラフ Lv91 / ストームジン Lv93 / アビスジェリー Lv100
22,rush,速攻,2951253586,stuck,0,tower,boss_retry_cap,1000,400,80,321,167,154,1195,170,151,0,0,489,0,0,9,0,0,0,3,2,2,0,1,1,1,0,0,0,336,20160,321,23,6,18197,6400,1550,5797,26227,25957,0.9897052655660198,80,270,34,7,,,,3,24,3,4,プフバット Lv33 / つぼみラビ Lv33 / ぷるミン Lv34
23,balanced,バランス,1106256717,completed,1,,,1000,400,80,630,416,214,5219,427,203,0,0,680,169,3,141,0,21,18,44,15,14,0,1,1,1,0,0,0,3953,237180,630,44,11,294948,64330,5600,99589,364958,336769,0.9227609752355066,80,28189,100,12,130,,,16,59,16,13,ヘルナイト Lv94 / コーラルルーメ Lv100 / クラッグベア Lv100
24,collector,収集・配合,501635,completed,1,,,1000,400,80,935,668,267,16645,666,269,0,0,951,212,3,247,0,72,57,111,27,25,515,516,462,0.8953488372093024,2,56,0,4616,276960,935,45,13,415215,64480,8250,161779,488025,464489,0.9517729624506941,80,23536,100,14,257,781,,26,62,30,13,ドゥームゲイザー Lv95 / 雲ぷる Lv100 / アビスジェリー Lv100
25,rush,速攻,4199370162,stuck,0,snowfield,boss_retry_cap,1000,400,80,385,202,183,1460,203,182,0,0,557,0,0,11,0,0,0,3,2,2,0,1,1,1,0,0,0,554,33240,385,25,7,30991,9000,2100,8542,42171,41782,0.9907756515140737,80,389,42,8,,,,3,29,3,5,ペブロン Lv42 / ぷるミン Lv42 / プフバット Lv42
26,balanced,バランス,1472868958,completed,1,,,1000,400,80,710,475,235,12672,473,237,0,0,786,184,4,246,0,56,37,58,15,13,0,1,1,1,0,0,0,4188,251280,710,44,11,307638,64330,5600,99747,377648,351027,0.9295084311316358,80,26621,100,12,467,565,,16,63,16,13,ドゥームゲイザー Lv94 / 雲ぷる Lv100 / ルミネル Lv100
27,collector,収集・配合,3086147364,completed,1,,,1000,400,80,620,430,190,6531,431,189,0,0,657,138,4,130,0,25,19,75,31,29,333,334,285,0.8532934131736527,2,42,0,3010,180600,620,45,11,232282,64480,5600,94412,302442,291662,0.9643568022959774,80,10780,90,12,195,201,,30,62,34,13,ストームジン Lv79 / ドゥームゲイザー Lv80 / コーラルルーメ Lv90
28,rush,速攻,1841697265,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,515,267,248,1901,273,242,0,0,756,0,0,15,0,0,0,2,2,2,0,1,1,1,0,0,0,851,51060,515,26,8,50158,10000,2750,11571,62988,62631,0.9943322537626215,80,357,50,9,,,,3,33,3,6,ぷるミン Lv50 / リーフリン Lv50 / プフバット Lv50
29,balanced,バランス,2352959234,completed,1,,,1000,400,80,672,448,224,11337,448,224,0,0,755,206,3,147,0,70,65,60,13,12,0,1,1,1,0,0,0,3977,238620,672,43,11,309887,63480,5600,112279,379047,350899,0.9257400797262608,80,28148,100,12,535,,,14,63,14,13,アビスジェリー Lv100 / ヘルナイト Lv97 / ルミネル Lv100
30,collector,収集・配合,800146132,completed,1,,,1000,400,80,645,449,196,15320,450,195,0,0,726,161,3,358,0,78,37,126,26,24,357,358,294,0.8212290502793296,2,65,0,3509,210540,645,45,11,279654,64480,5600,108039,349814,336429,0.9617368087040542,80,13385,100,12,198,199,518,25,65,29,13,グレイシャーファング Lv100 / アビスジェリー Lv92 / 雲ぷる Lv94
31,rush,速攻,2638289734,stuck,0,snowfield,boss_retry_cap,1000,400,80,467,245,222,1744,242,225,0,0,654,0,0,11,0,0,0,5,2,2,0,1,1,1,0,0,0,595,35700,467,25,8,33760,9000,2750,9538,45590,45238,0.9922790085545076,80,352,43,9,,,,3,30,3,5,アワマリン Lv42 / ぷるミン Lv43 / プフバット Lv43
32,balanced,バランス,3574797574,completed,1,,,1000,400,80,574,382,192,4580,384,190,0,0,625,97,4,134,0,18,9,60,13,12,0,1,1,1,0,0,0,2956,177360,574,43,10,189269,63480,4500,65008,257329,242368,0.9418604199293511,80,14961,88,11,480,480,,14,62,14,13,パールセラフ Lv78 / 雲ぷる Lv78 / ルミネル Lv88
33,collector,収集・配合,4090070062,completed,1,,,1000,400,80,767,540,227,24500,536,231,0,0,909,203,4,307,0,139,79,101,28,26,430,431,372,0.8631090487238979,0,0,0,4153,249180,767,44,12,380952,64330,6850,157786,452212,428466,0.9474892307147975,80,23746,100,13,62,630,,29,62,29,13,ストームジン Lv97 / ルーメンオウル Lv100 / コーラルルーメ Lv100
34,rush,速攻,3616753783,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,481,250,231,1636,256,225,0,0,656,0,0,9,0,0,0,3,2,2,0,1,1,1,0,0,0,756,45360,481,26,8,43670,10000,2750,10693,56500,56053,0.9920884955752213,80,447,48,9,,,,3,32,3,6,リーファウル Lv47 / ぷるミン Lv48 / プフバット Lv48
35,balanced,バランス,2843837247,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,793,536,257,36824,521,272,0,0,884,96,3,287,0,144,141,69,15,13,0,1,1,1,0,0,0,3504,210240,793,43,12,451799,55830,6850,282195,514559,492435,0.9570039587297083,80,22124,100,13,,,,16,64,16,12,アビスジェリー Lv100 / ルーメンオウル Lv100 / ルミネル Lv100
36,collector,収集・配合,1019984635,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,918,665,253,26830,638,280,0,0,1029,242,4,234,0,141,100,137,27,25,557,558,480,0.8602150537634409,1,34,0,3494,209640,918,44,12,518197,55980,6850,311765,581107,549255,0.9451873751305697,80,31852,100,13,175,571,,27,64,29,12,ドゥームゲイザー Lv100 / アビスジェリー Lv100 / ルーメンオウル Lv100
37,rush,速攻,104429370,stuck,0,tower,boss_retry_cap,1000,400,80,232,122,110,884,126,106,0,0,328,0,0,14,0,0,0,2,2,2,0,1,1,1,0,0,0,297,17820,232,23,6,14685,6400,1550,4636,22715,22456,0.988597842835131,80,259,32,7,,,,3,23,3,4,ペブロン Lv31 / リーフリン Lv32 / ぷるミン Lv32
38,balanced,バランス,2651495576,stuck,0,demon_gate,boss_retry_cap,1000,400,80,957,637,320,4959,642,315,0,0,1026,198,3,40,0,0,0,66,10,10,0,1,1,1,0,0,0,4086,245160,957,41,12,411261,48780,6850,204333,466971,449493,0.9625715515524519,80,17478,100,13,469,,,11,55,11,11,アイスタートル Lv100 / シンドレイク Lv100 / ギアビット Lv100
39,collector,収集・配合,3681295410,stuck,0,sky_ruins,boss_training_campaign_cap,1000,400,80,1000,727,273,21178,688,312,0,0,1112,240,4,149,0,121,99,164,22,20,571,572,510,0.8916083916083916,2,48,0,3190,191400,1000,44,13,497728,55980,8250,313943,562038,533893,0.9499233147936617,23,28145,100,14,303,303,,21,65,25,12,グレイシャーファング Lv100 / ルミネル Lv100 / ヨミオオカミ Lv100
40,rush,速攻,3611225234,stuck,0,tower,boss_retry_cap,1000,400,80,264,138,126,919,142,122,0,0,375,0,0,9,0,0,0,4,2,2,0,1,1,1,0,0,0,313,18780,264,23,6,16018,6400,1550,4987,24048,23767,0.9883150365934797,80,281,33,7,,,,3,23,3,4,アワマリン Lv31 / リーフリン Lv32 / ぷるミン Lv33
41,balanced,バランス,2876738944,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,800,540,260,36183,524,276,0,0,887,87,3,322,0,123,117,55,15,14,0,1,1,1,0,0,0,3557,213420,800,43,12,429126,55830,6850,255708,491886,469128,0.9537331820787743,80,22758,100,13,149,,,16,60,16,12,アビスジェリー Lv100 / ルーメンオウル Lv100 / ルミネル Lv100
42,collector,収集・配合,1018959713,stuck,0,demon_gate,boss_retry_cap,1000,400,80,984,715,269,58760,679,305,0,0,1268,421,3,313,0,311,275,95,26,25,600,601,535,0.8901830282861897,3,93,0,3215,192900,984,42,13,448232,42780,8250,249397,499342,472297,0.9458387237604687,80,27045,100,14,239,,,24,55,29,11,ルーメンオウル Lv100 / アビスジェリー Lv99 / ルミネル Lv100
43,rush,速攻,981164110,stuck,0,tower,boss_retry_cap,1000,400,80,275,144,131,1019,147,128,0,0,428,0,0,14,0,0,0,2,2,2,0,1,1,1,0,0,0,315,18900,275,23,6,16452,6400,1550,5283,24482,24183,0.9877869455109877,80,299,33,7,,,,3,24,3,4,プフバット Lv31 / つぼみラビ Lv32 / ぷるミン Lv33
44,balanced,バランス,86658215,completed,1,,,1000,400,80,678,450,228,8111,456,222,0,0,737,199,3,179,0,34,33,45,11,10,0,1,1,1,0,0,0,4160,249600,678,43,11,309854,63480,5600,101360,379014,350960,0.925981626008538,80,28054,100,12,195,,,12,62,12,13,雲ぷる Lv95 / ヘルナイト Lv97 / ヨミオオカミ Lv100
45,collector,収集・配合,3034292369,stuck,0,sky_ruins,boss_stalled,1000,400,80,744,534,210,32291,513,230,1,1,903,178,4,400,0,141,121,101,27,24,425,426,358,0.8403755868544601,2,26,0,3664,219840,744,44,11,315686,55980,5600,113779,377346,354869,0.9404339783646839,80,22477,100,12,51,,,26,59,30,12,アビスジェリー Lv100 / ルーメンオウル Lv95 / コーラルルーメ Lv100
46,rush,速攻,1877037586,stuck,0,snowfield,boss_retry_cap,1000,400,80,295,156,139,1017,159,136,0,0,413,0,0,7,0,0,0,3,2,2,0,1,1,1,0,0,0,494,29640,295,25,7,25662,9000,2100,6820,36842,36460,0.9896313989468541,80,382,40,8,,,,3,28,3,5,ドリモール Lv39 / プフバット Lv40 / ぷるミン Lv40
47,balanced,バランス,1480066392,completed,1,,,1000,400,80,678,450,228,15164,456,222,0,0,712,242,3,167,0,89,84,57,12,11,0,1,1,1,0,0,0,3920,235200,678,43,11,349365,63480,5600,153779,418525,388979,0.9294044561256795,80,29546,100,12,302,,,13,64,13,13,ルーメンオウル Lv100 / ヘルナイト Lv100 / アビスフィン Lv100
48,collector,収集・配合,2337482876,completed,1,,,1000,400,80,544,374,170,7608,377,167,0,0,631,122,2,143,0,31,8,115,26,23,299,300,242,0.8066666666666666,1,38,0,2434,146040,544,45,10,197825,64480,4500,94868,266885,255858,0.9586825786387395,80,11027,80,11,54,395,,26,64,28,13,パールセラフ Lv80 / ドゥームゲイザー Lv69 / ヘルナイト Lv76
49,rush,速攻,4108865112,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,632,333,299,2424,330,302,0,0,936,0,0,11,0,0,0,2,2,2,0,1,1,1,0,0,0,1304,78240,632,28,9,79586,12500,3550,16883,95716,95123,0.993804588574533,80,593,60,10,,,,3,35,3,7,ペブロン Lv58 / ぷるミン Lv60 / つぼみラビ Lv60
50,balanced,バランス,1146495245,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,936,625,311,3733,627,309,0,0,1033,333,4,16,0,0,0,70,13,12,0,1,1,1,0,0,0,3656,219360,936,42,12,493511,54980,6850,314459,555421,533819,0.9611069801105828,80,21602,100,13,167,,,14,57,14,12,ゲイルグリフ Lv100 / アビスフィン Lv100 / クラッグベア Lv100
51,collector,収集・配合,3531643744,stuck,0,sky_ruins,boss_training_campaign_cap,1000,400,80,1000,725,275,50403,706,294,0,0,1028,210,3,398,0,255,163,91,33,29,589,590,524,0.888135593220339,1,41,0,4063,243780,1000,44,13,467338,55980,8250,229301,531648,502531,0.94523255988925,80,29117,100,14,59,,,33,65,35,12,アビスジェリー Lv100 / ルーメンオウル Lv100 / コーラルルーメ Lv100
52,rush,速攻,1393356969,stuck,0,tower,boss_retry_cap,1000,400,80,289,151,138,1059,154,135,0,0,429,0,0,12,0,0,0,2,2,2,0,1,1,1,0,0,0,330,19800,289,23,6,17517,6400,1550,5424,25547,25224,0.9873566367870983,80,323,34,7,,,,3,22,3,4,リーフリン Lv33 / つぼみラビ Lv34 / ぷるミン Lv34
53,balanced,バランス,2317690890,completed,1,,,1000,400,80,593,392,201,2182,401,192,0,0,652,195,4,14,0,0,0,37,10,10,0,1,1,1,0,0,0,3667,220020,593,43,11,228255,63480,5600,61859,297415,281879,0.9477632264680665,80,15536,88,12,426,558,,11,61,11,13,ストームジン Lv79 / ヘルナイト Lv83 / アビスフィン Lv88
54,collector,収集・配合,1433778516,stuck,0,sky_ruins,boss_training_campaign_cap,1000,400,80,1000,723,277,58710,722,278,0,0,956,194,5,323,1,243,211,107,30,27,640,641,579,0.9032761310452418,0,0,0,3362,201720,1000,43,13,626711,55830,8250,429633,690871,663353,0.9601691198501602,80,27518,100,14,42,501,,31,61,31,12,アビスジェリー Lv100 / コーラルルーメ Lv100 / ルミネル Lv100
55,rush,速攻,3597730807,stuck,0,tower,boss_retry_cap,1000,400,80,305,163,142,1071,158,147,0,0,410,0,0,7,0,0,0,6,2,2,0,1,1,1,0,0,0,297,17820,305,23,6,15907,6400,1550,5824,23937,23644,0.9877595354472156,80,293,33,7,,,,3,25,3,4,アッシュインプ Lv28 / プフバット Lv32 / ぷるミン Lv33
56,balanced,バランス,776290351,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,820,548,272,21061,552,268,0,0,840,180,2,186,0,123,122,61,10,8,0,1,1,1,0,0,0,3742,224520,820,42,12,460732,54980,6850,276652,522642,501172,0.9589202551651035,80,21470,100,13,491,,,11,62,11,12,ヘルナイト Lv100 / ルーメンオウル Lv100 / アイスタートル Lv100
57,collector,収集・配合,465866784,stuck,0,machine_city,boss_training_campaign_cap,1000,400,80,1000,849,151,7046,381,619,0,0,1460,135,4,51,0,3,0,76,23,21,316,317,269,0.8485804416403786,2,70,0,1580,94800,1000,38,10,128332,25380,4500,46317,158292,156917,0.9913135218457029,8,1375,69,11,202,202,,22,49,25,9,フォージゴーレム Lv34 / ルミネル Lv69
58,rush,速攻,1783657828,stuck,0,tower,boss_retry_cap,1000,400,80,328,171,157,1192,173,155,0,0,491,0,0,8,0,0,0,3,2,2,0,1,1,1,0,0,0,339,20340,328,23,6,18546,6400,1550,5933,26576,26273,0.9885987357013847,80,303,34,7,,,,3,25,3,4,プフバット Lv33 / つぼみラビ Lv34 / ぷるミン Lv34
59,balanced,バランス,3834447851,stuck,0,sky_ruins,boss_training_campaign_cap,1000,400,80,1000,665,335,9454,675,325,0,0,1028,92,4,82,0,84,0,47,15,13,0,1,1,1,0,0,0,4229,253740,1000,43,13,425030,55830,8250,215996,489190,469736,0.9602322206095791,80,19454,100,14,253,,,16,63,16,12,アビスジェリー Lv100 / サンラビ Lv93 / グルーモス Lv100
60,collector,収集・配合,1271005014,stuck,0,prism_sanctuary,campaign_battle_cap_before_boss_unlock,1000,400,80,1000,936,64,7068,125,875,0,0,1822,159,4,44,0,0,0,53,14,12,102,103,77,0.7475728155339806,1,26,0,219,13140,1000,34,6,18413,14780,1550,16575,34823,34815,0.9997702667777044,8,8,33,7,180,181,,14,32,16,7,フロストリヴァイア Lv1 / ルミネル Lv33
61,rush,速攻,3987450121,stuck,0,tower,boss_retry_cap,1000,400,80,269,141,128,1009,144,125,0,0,406,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,315,18900,269,23,6,16200,6400,1550,5082,24230,23982,0.9897647544366488,80,248,33,7,,,,3,23,3,4,プフバット Lv31 / リーフリン Lv33 / ぷるミン Lv33
62,balanced,バランス,1770363672,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,810,540,270,19146,545,265,0,0,865,129,3,138,0,133,122,48,12,11,0,1,1,1,0,0,0,3722,223320,810,42,12,441318,54980,6850,257427,503228,480747,0.9553264126797396,80,22481,100,13,78,,,13,61,13,12,アビスジェリー Lv100 / ルミネル Lv100 / シンダーホーン Lv100
63,collector,収集・配合,2944280849,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,898,642,256,41967,633,265,0,0,950,205,4,367,0,171,131,118,26,24,539,540,481,0.8907407407407407,1,43,0,3713,222780,898,44,12,517530,55980,6850,299654,580440,549384,0.9464957618358487,80,31056,100,13,183,545,,26,65,28,12,ドゥームゲイザー Lv100 / 雲ぷる Lv100 / ルーメンオウル Lv100
64,rush,速攻,1604035424,stuck,0,prism_sanctuary,boss_retry_cap,1000,400,80,522,274,248,1843,279,243,0,0,754,0,0,10,0,0,0,2,2,2,0,1,1,1,0,0,0,1200,72000,522,28,9,71005,12500,3550,14535,87135,86535,0.9931141332415218,80,600,58,10,,,,3,35,3,7,ドリモール Lv56 / ぷるミン Lv58 / つぼみラビ Lv58
65,balanced,バランス,2277310352,stuck,0,sky_ruins,boss_retry_cap,1000,400,80,898,601,297,12567,600,298,0,0,967,223,4,72,0,141,0,48,12,10,0,1,1,1,0,0,0,3790,227400,898,42,12,475825,54980,6850,288851,537735,516251,0.9600472351623012,80,21484,100,13,377,,,13,62,13,12,アビスフィン Lv100 / ルミネル Lv100 / シンダーホーン Lv100
66,collector,収集・配合,2437391413,stuck,0,demon_gate,boss_stalled,1000,400,80,673,478,195,16302,469,203,1,1,695,128,3,400,0,84,38,97,28,26,364,365,310,0.8493150684931506,2,45,0,3244,194640,673,43,11,240355,49780,5600,79036,295815,291876,0.9866842452208305,80,3939,98,12,217,483,,27,60,31,11,パールセラフ Lv89 / ルーメンオウル Lv98 / コーラルルーメ Lv96
67,rush,速攻,4024521324,stuck,0,tower,boss_retry_cap,1000,400,80,297,159,138,1036,154,143,0,0,452,0,0,9,0,0,0,3,2,2,0,1,1,1,0,0,0,320,19200,297,23,6,16948,6400,1550,5488,24978,24688,0.988389783009048,76,290,33,7,,,,3,22,3,4,プフバット Lv32 / つぼみラビ Lv33 / ぷるミン Lv33
68,balanced,バランス,2527087544,stuck,0,sky_ruins,boss_training_campaign_cap,1000,400,80,1000,665,335,25925,674,326,0,0,1053,273,4,257,0,149,72,34,14,13,0,1,1,1,0,0,0,4014,240840,1000,43,13,500864,55830,8250,302428,565024,543268,0.9614954409016254,80,21756,100,14,247,638,638,15,62,15,12,雲ぷる Lv100 / アビスフィン Lv100 / ルミネル Lv100
69,collector,収集・配合,252007887,completed,1,,,1000,400,80,729,512,217,10687,513,216,0,0,795,227,3,76,0,105,0,134,22,20,414,415,358,0.8626506024096385,0,0,0,3347,200820,729,44,11,361946,64330,5600,185803,431956,407323,0.9429733583976145,80,24633,100,12,212,,,23,63,23,13,ヘルナイト Lv97 / ルミネル Lv100 / シンダーホーン Lv100
70,rush,速攻,807424019,stuck,0,thunder_ruins,boss_retry_cap,1000,400,80,553,292,261,2070,286,267,0,0,790,0,0,10,0,0,0,4,2,2,0,1,1,1,0,0,0,868,52080,553,26,8,52070,10000,2750,12352,64900,64432,0.992788906009245,59,468,51,9,,,,3,32,3,6,アワマリン Lv50 / ぷるミン Lv51 / リーフリン Lv51
