run,profile,profile_label,seed,initialStateHash,status,completed,failed_stage,failure_reason,maxBattles,maxTurnsPerBattle,maxBossLosses,totalBattles,normalBattles,bossBattles,totalTurns,wins,losses,kos,guardTurns,maxGuardStreak,maxBattleTurns,guardLoopBattles,battles50Plus,battles100Plus,stalledBattles,timerOrTurnCaps,scoutAttempts,scoutSuccesses,scoutCharmPurchases,scoutCharmGold,scoutCharmConsumed,scoutCharmWasted,zeroRewardScoutWins,scoutEncountersByStage,scoutSuccessesByStage,fusions,fusionLevelDebt,levelRecoveryBattles,equips,trainingBooks,trainingGold,freeHeals,freeHealPoints,questClaims,questGold,rankClaims,rankGold,battleGold,defeatGoldLost,firstBRankBattle,firstARankBattle,firstSRankBattle,minGold,actions,finalGold,finalHighestLevel,finalPlayerRank,finalOwned,finalDexDiscovered,finalDexScouted,finalParty,finalPartyData,bossesCleared,goldInflow,goldSink,goldSinkRate,charmWasteRate,sourceRandomCalls,scenario
16,rush,速攻,2088528153,43db3c368bca92885a475dcf3e663798acf771483db89bec06f731e67136c1c7,stuck,0,tower,boss_retry_cap,400,200,40,138,79,59,503,75,63,183,0,0,9,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,205,12300,138,5921,23,6400,5,1100,8250,3265,,,,80,[object Object],265,27,6,3,23,3,ドリモール Lv26 / リーフリン Lv27 / ぷるミン Lv27,"[object Object],[object Object],[object Object]",4,15830,15565,0.9832596336070751,1,3266,control
17,balanced,バランス,4025567715,b197da5007914460487d20c260ade7439a3c52bad099a187b21177892170dbe8,completed,1,,,400,200,40,145,93,52,532,97,48,157,14,1,15,0,0,0,0,0,17,6,0,0,1,1,5,[object Object],[object Object],0,0,0,7,206,12360,145,6378,28,9080,5,1100,10881,6419,,,,80,[object Object],2362,28,6,7,24,7,グルーモス Lv27 / リーファウル Lv28 / ギアビット Lv28,"[object Object],[object Object],[object Object]",5,21141,18779,0.8882739700108794,1,3489,control
18,collector,収集・配合,3697710452,a381dcc8f6ba584e4b910e72cb04ef69d0b2cf2a89a4237c0a1bfdeede586f02,completed,1,,,400,200,40,147,96,51,929,99,48,145,19,1,59,0,1,0,0,0,20,10,69,3450,70,57,8,[object Object],[object Object],1,5,0,9,91,5460,147,7200,29,8930,5,1100,8503,8520,,,,80,[object Object],1183,23,6,10,25,12,ルーメンオウル Lv21 / グルーモス Lv23 / ルミネル Lv22,"[object Object],[object Object],[object Object]",5,18613,17430,0.9364422715306506,0.8142857142857143,4832,control
19,rush,速攻,1115294812,76ca92228f99364c4fe9af63554f58e0f12be6d78bfb95d5aabf8cf8241aae7c,stuck,0,volcano,boss_retry_cap,400,200,40,123,67,56,469,67,56,172,0,0,10,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,137,8220,123,3669,21,5020,4,750,4874,2278,,,,80,[object Object],226,22,5,3,19,3,ぷるミン Lv21 / つぼみラビ Lv22 / プフバット Lv22,"[object Object],[object Object],[object Object]",3,10724,10498,0.9789257739649384,1,2982,control
20,balanced,バランス,596734450,ea70bf8ed7d80cd0f82009ee9f995e4d960afd70a88b3cd810f1ccdeea3969c8,completed,1,,,400,200,40,135,86,49,520,94,41,136,24,1,18,0,0,0,0,0,11,8,0,0,1,1,6,[object Object],[object Object],0,0,0,7,222,13320,135,4152,28,9080,5,1100,9764,5264,,,,80,[object Object],1440,28,6,9,24,9,グルーモス Lv24 / ギアビット Lv26 / トゲホッグ Lv28,"[object Object],[object Object],[object Object]",5,20024,18584,0.9280862964442669,1,3346,control
21,collector,収集・配合,1560936911,1560193125c928402d21a4527dbecdbe45f5e49baf6418a654c2f1d5f0e4cea3,completed,1,,,400,200,40,96,57,39,432,61,35,114,20,1,14,0,0,0,0,0,31,10,40,2000,41,30,9,[object Object],[object Object],0,0,0,9,47,2820,96,3977,27,7580,4,750,3872,6259,,,,80,[object Object],1203,17,5,11,24,11,クリスタゴン Lv17 / シンダーホーン Lv15 / グルーモス Lv15,"[object Object],[object Object],[object Object]",5,12282,11079,0.9020517830972155,0.7317073170731707,2584,control
22,rush,速攻,3293104866,5492731b68fb4b36cef943124c5d05dff714b9ff1deae996ee2b6fd277578209,stuck,0,tower,boss_retry_cap,400,200,40,142,77,65,535,81,61,192,0,0,11,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,218,13080,142,6492,23,6400,5,1100,8782,3012,,,,80,[object Object],270,27,6,3,25,3,ペブロン Lv27 / リーフリン Lv27 / ぷるミン Lv27,"[object Object],[object Object],[object Object]",4,16362,16092,0.9834983498349835,1,3443,control
23,balanced,バランス,720064122,53e6dd87e43d64efd12ce79b6e19af6c9a05f3ec0bdef879a9e26b18663b22a8,completed,1,,,400,200,40,123,78,45,472,82,41,133,19,1,24,0,0,0,0,0,16,7,0,0,1,1,6,[object Object],[object Object],0,0,0,6,179,10740,123,5255,27,7880,5,1100,8734,5601,,,,80,[object Object],1453,26,6,8,23,8,クリスタゴン Lv24 / ギアビット Lv26 / トゲホッグ Lv26,"[object Object],[object Object],[object Object]",5,17794,16341,0.9183432617736316,1,3037,control
24,collector,収集・配合,3437843960,4217cd846982eb7cd9a1cc8e3338ef9f3f0c85cf9aef0a815e2450f848a4bfc7,completed,1,,,400,200,40,120,79,41,638,80,40,136,19,1,22,0,0,0,0,0,32,12,61,3050,62,47,10,[object Object],[object Object],0,0,0,11,74,4440,120,8292,28,8780,5,1100,7404,8014,,,,80,[object Object],1860,22,6,13,25,13,ルミネル Lv22 / クリスタゴン Lv21 / グルーモス Lv21,"[object Object],[object Object],[object Object]",5,17364,15504,0.8928818244644091,0.7580645161290323,3588,control
25,rush,速攻,1150933655,0b2e71cc74c0e13f8c6c6b0467fd5ddb7f217c29d1d1bcfbdd97a54c1fbc9b73,stuck,0,tower,boss_retry_cap,400,200,40,161,88,73,618,89,72,223,0,0,11,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,227,13620,161,9152,23,6400,5,1100,9705,3372,,,,80,[object Object],293,28,6,3,24,3,トゲホッグ Lv27 / リーフリン Lv28 / ぷるミン Lv28,"[object Object],[object Object],[object Object]",4,17285,16992,0.9830488863176164,1,3936,control
26,balanced,バランス,2641165819,f81e75a1c8017cc5ac13b37f749ae4b5fd4369046ea0aca0b3d1e0a36727b8f6,completed,1,,,400,200,40,118,75,43,449,81,37,118,26,1,15,0,0,0,0,0,14,5,0,0,1,1,3,[object Object],[object Object],0,0,0,6,190,11400,118,5302,28,9080,5,1100,8872,5325,,,,80,[object Object],2407,27,6,6,24,6,ギアビット Lv26 / ドリモール Lv27 / ぷるミン Lv27,"[object Object],[object Object],[object Object]",5,19132,16725,0.8741898390131716,1,2902,control
27,collector,収集・配合,3232900675,97bd7e8e0ca1f9cd57c16dea45231d6c5e6fc428b77ddaee9c6175c45b9233e5,completed,1,,,400,200,40,99,58,41,546,63,36,123,11,1,67,0,1,0,0,0,36,13,44,2200,45,34,12,[object Object],[object Object],0,0,0,11,59,3540,99,4486,28,8780,4,750,5110,7752,,,,80,[object Object],1228,20,5,14,25,14,ルーメンオウル Lv20 / シンダーホーン Lv20 / ルミネル Lv20,"[object Object],[object Object],[object Object]",5,14720,13492,0.9165760869565217,0.7555555555555555,2952,control
28,rush,速攻,3008870801,ed5cc488da52f01343d4bbc6ad156136ebd3f899a30a9c0e77d15e538b22b952,completed,1,,,400,200,40,117,65,52,385,68,49,141,0,0,7,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,184,11040,117,5145,24,7200,4,750,7263,2692,,,,80,[object Object],1561,26,5,3,24,3,グルーモス Lv23 / ペブロン Lv25 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",5,15293,13732,0.8979271562152619,1,2633,control
29,balanced,バランス,3471184274,f28b271e64e93f2b0af7cadf3011e489e15e77cc3e0f902a9a8027a7a4d9a6d4,completed,1,,,400,200,40,127,81,46,401,86,41,86,14,1,12,0,0,0,0,0,15,6,0,0,1,1,5,[object Object],[object Object],0,0,0,6,180,10800,127,3941,27,7880,5,1100,8596,4724,,,,80,[object Object],2132,25,6,7,22,7,グルーモス Lv25 / オアロード Lv25,"[object Object],[object Object]",5,17656,15524,0.8792478477571364,1,2830,control
30,collector,収集・配合,2829812522,d7abedef357a750f970e2d55a87e5efa92f24408b2098a1fc3f2205686ed5ce9,completed,1,,,400,200,40,99,62,37,457,66,33,113,14,1,21,0,0,0,0,0,23,11,50,2500,51,40,9,[object Object],[object Object],0,0,0,10,65,3900,99,3968,28,8780,5,1100,5858,8021,,,,80,[object Object],1397,20,6,12,23,12,シンダーホーン Lv20 / グルーモス Lv20 / クリスタゴン Lv19,"[object Object],[object Object],[object Object]",5,15818,14421,0.911682892906815,0.7843137254901961,2696,control
31,rush,速攻,3668946669,194bbb4be91a2210861318a9c904e08208189f1c6b7ec73e848fca1e54e11343,stuck,0,tower,boss_retry_cap,400,200,40,155,84,71,578,87,68,209,0,0,11,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,224,13440,155,5369,23,6400,5,1100,9428,3297,,,,80,[object Object],271,28,6,3,24,3,ペブロン Lv27 / つぼみラビ Lv28 / ぷるミン Lv28,"[object Object],[object Object],[object Object]",4,17008,16737,0.9840663217309501,1,3721,control
32,balanced,バランス,214036932,6c127f6858fbfc84bc976f23c2d722b97f7fd6453291d256cb86c287216b9aa5,completed,1,,,400,200,40,173,112,61,720,117,56,159,10,1,25,0,0,0,0,0,17,5,0,0,1,1,4,[object Object],[object Object],0,0,0,5,253,15180,173,7068,28,9080,6,1550,13568,6387,,,,80,[object Object],2711,30,7,6,24,6,グルーモス Lv28 / アクアン Lv30 / リーフリン Lv29,"[object Object],[object Object],[object Object]",5,24278,21567,0.8883351182140209,1,4454,control
33,collector,収集・配合,492118699,35cb0ec277ee264eaa9fad512c1263a9e82e130e3764ff68e0ba70eb844a3869,completed,1,,,400,200,40,150,100,50,885,104,46,158,27,1,34,0,0,0,0,0,39,12,73,3650,74,59,10,[object Object],[object Object],0,0,0,10,105,6300,150,10390,29,9680,5,1100,10260,8880,,,,80,[object Object],2290,25,6,13,25,13,グルーモス Lv22 / ルミネル Lv25 / シンドレイク Lv25,"[object Object],[object Object],[object Object]",5,21120,18830,0.8915719696969697,0.7972972972972973,4777,control
34,rush,速攻,3954715732,fadcced644bbed088e6c33dcb76a475811a1578d0fe0c1652fc6476e0b804bf3,stuck,0,tower,boss_retry_cap,400,200,40,206,111,95,758,111,95,301,0,0,9,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,240,14400,206,11628,23,6400,5,1100,11033,3917,,,,80,[object Object],296,29,6,3,24,3,プフバット Lv28 / リーフリン Lv29 / ぷるミン Lv29,"[object Object],[object Object],[object Object]",4,18613,18317,0.984097136410036,1,4911,control
35,balanced,バランス,2489228875,c688ae7227deb35b73a2a721e79e662f39a6cc2686cdb3dc5d7e30f3eb9f11aa,completed,1,,,400,200,40,69,43,26,338,45,24,83,14,1,14,0,0,0,0,0,18,6,0,0,1,1,6,[object Object],[object Object],0,0,0,7,111,6660,69,3739,26,7940,4,750,4290,4012,,,,80,[object Object],2388,21,5,7,20,7,シンダーホーン Lv19 / ルミネル Lv21 / グルーモス Lv20,"[object Object],[object Object],[object Object]",5,13060,10672,0.8171516079632466,1,1945,control
36,collector,収集・配合,2464448860,fee2cef7d626b31f935a419c65c8b4700a7ecab481b908cf704de931c1fc3fe7,completed,1,,,400,200,40,144,93,51,815,95,49,156,15,1,34,0,0,0,0,0,33,9,63,3150,64,55,8,[object Object],[object Object],0,0,0,7,84,5040,144,7026,27,8180,5,1100,8759,8076,,,,80,[object Object],1853,24,6,10,25,10,ルーメンオウル Lv21 / グルーモス Lv23 / リーファウル Lv24,"[object Object],[object Object],[object Object]",5,18119,16266,0.8977316628953033,0.859375,4445,control
37,rush,速攻,774645660,0db2482b224fd3a55be528dd9a1462a0729b3faf0324419d7be05aaeb3346ff7,completed,1,,,400,200,40,111,64,47,365,63,48,114,0,0,8,0,0,0,0,0,8,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,152,9120,111,2665,23,6300,4,750,6135,2638,,,,80,[object Object],1507,24,5,3,23,3,シンダーホーン Lv20 / ドリモール Lv23 / ぷるミン Lv24,"[object Object],[object Object],[object Object]",5,13265,11758,0.8863927629099133,1,2508,control
38,balanced,バランス,3524978395,216a5571994aee3c1d145cdcc3ea0626e0245ba75182fb0133b13f5c6f76787b,completed,1,,,400,200,40,63,39,24,283,46,17,54,12,1,22,0,0,0,0,0,15,7,0,0,1,1,5,[object Object],[object Object],0,0,0,6,121,7260,63,3495,27,8180,4,750,4437,3812,30,,,80,[object Object],2375,21,5,8,22,8,クリスタゴン Lv21 / シンダーホーン Lv19 / つぼみラビ Lv21,"[object Object],[object Object],[object Object]",5,13447,11072,0.8233806797055105,1,1699,control
39,collector,収集・配合,872252436,5f9f2b9b655de3236d00e87a5aecbb5abc6dfcf8ca5f0bbc7a7f5539a734d0e0,completed,1,,,400,200,40,113,74,39,561,74,39,99,18,1,45,0,0,0,0,0,36,13,51,2550,52,43,10,[object Object],[object Object],0,0,0,12,90,5400,113,5311,29,10980,5,1100,6627,8455,59,,,80,[object Object],2382,22,6,14,21,14,ルーメンオウル Lv22 / グルーモス Lv22 / クリスタゴン Lv22,"[object Object],[object Object],[object Object]",5,18787,16405,0.8732101985415447,0.8269230769230769,3166,control
40,rush,速攻,845911254,558458ed8ae4f8af648e1dad9b030879fb56659a469d4e44c6074fbbc615d45f,stuck,0,tower,boss_retry_cap,400,200,40,160,92,68,620,84,76,227,0,0,10,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,214,12840,160,7874,23,6400,5,1100,9153,3587,,,,76,[object Object],306,27,6,3,25,3,ペブロン Lv26 / プフバット Lv27 / ぷるミン Lv27,"[object Object],[object Object],[object Object]",4,16733,16427,0.9817127831231698,1,3900,control
41,balanced,バランス,2194091372,3429f53ac5e446d2d755def6fd9d7510b22e5ea605587003f73e309d22732bb6,completed,1,,,400,200,40,100,63,37,472,68,32,98,17,1,26,0,0,0,0,0,17,6,0,0,1,1,5,[object Object],[object Object],0,0,0,6,138,8280,100,3960,26,6980,4,750,6164,4292,,,,80,[object Object],1402,23,5,7,24,7,シンダーホーン Lv20 / クリスタゴン Lv20 / アクアン Lv23,"[object Object],[object Object],[object Object]",5,13974,12572,0.8996708172320023,1,2757,control
42,collector,収集・配合,1045559965,e3b07e534b99a52e782e21100ef3d6c490cdd3e077b0bb2a9d0c033d26ab8f81,completed,1,,,400,200,40,111,69,42,572,74,37,126,28,1,21,0,0,0,0,0,32,13,56,2800,57,44,11,[object Object],[object Object],0,0,0,11,79,4740,111,5861,28,8780,5,1100,6878,7292,,,,80,[object Object],2006,23,6,14,24,14,グルーモス Lv23 / シンダーホーン Lv22 / ルミネル Lv22,"[object Object],[object Object],[object Object]",5,16838,14832,0.880864710773251,0.7719298245614035,3240,control
43,rush,速攻,3182161548,3fcf18a83ef325e028d1906af4e05dd02ea577ef53c1fb64bfab3a3b8f7f6514,stuck,0,tower,boss_retry_cap,400,200,40,172,93,79,696,95,77,234,0,0,12,0,0,0,0,0,4,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,227,13620,172,7766,23,6400,5,1100,9837,3515,,,,80,[object Object],282,28,6,3,24,3,ペブロン Lv27 / つぼみラビ Lv28 / ぷるミン Lv28,"[object Object],[object Object],[object Object]",4,17417,17135,0.9838089223172762,1,4307,control
44,balanced,バランス,2626341443,9cb0042d90f72959918900db6b995dcf40e8de2b19dc211912fb9fe7828af866,completed,1,,,400,200,40,102,64,38,426,72,30,73,21,1,15,0,0,0,0,0,17,6,0,0,1,1,5,[object Object],[object Object],0,0,0,5,169,10140,102,3031,27,8180,5,1100,6610,4099,,,,80,[object Object],1731,23,6,7,23,7,クラッグベア Lv18 / ギアビット Lv23 / ぷるミン Lv21,"[object Object],[object Object],[object Object]",5,15970,14239,0.8916092673763306,1,2614,control
45,collector,収集・配合,2389835488,27cf268c1c10fbd224c2a878f72c36ea67a8614a94d2f919a17e87d43c8116b0,completed,1,,,400,200,40,99,58,41,521,65,34,118,20,1,27,0,0,0,0,0,35,11,41,2050,42,33,10,[object Object],[object Object],0,0,0,9,66,3960,99,4895,28,8780,4,750,5274,7027,,,,80,[object Object],1847,19,5,12,25,12,クラッグベア Lv18 / シンダーホーン Lv19 / ルーメンオウル Lv17,"[object Object],[object Object],[object Object]",5,14884,13037,0.8759070142434829,0.7857142857142857,2933,control
46,rush,速攻,1666585048,4736916d43fb09bd6a9368a23d2a81d5daa5e7f5fa2478ca5adc90a4a1450aa9,stuck,0,tower,boss_retry_cap,400,200,40,128,70,58,473,74,54,171,0,0,10,0,0,0,0,0,2,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,206,12360,128,5954,23,6400,5,1100,8158,2750,,,,80,[object Object],628,27,6,3,23,3,ドリモール Lv26 / プフバット Lv27 / ぷるミン Lv26,"[object Object],[object Object],[object Object]",4,15738,15110,0.9600965815224298,1,3059,control
47,balanced,バランス,1934237886,b622fe9bce6179b0fde11780913d8f4c24bc9c9b6bf09b018a44aae8ac372feb,completed,1,,,400,200,40,91,57,34,436,64,27,98,12,1,16,0,0,0,0,0,15,8,0,0,1,1,6,[object Object],[object Object],0,0,0,9,153,9180,91,5413,27,8180,5,1100,6232,4665,,,,80,[object Object],1747,22,6,9,23,9,グルーモス Lv22 / ルミネル Lv22 / ギアビット Lv22,"[object Object],[object Object],[object Object]",5,15592,13845,0.8879553617239611,1,2555,control
48,collector,収集・配合,754877195,7ec1b147a3a642b12e65b8638ed1e2d334f7dd612c70ffb4a3ceec40e2bc143a,completed,1,,,400,200,40,125,78,47,664,86,39,131,19,1,27,0,0,0,0,0,44,12,60,3000,61,47,10,[object Object],[object Object],0,0,0,9,95,5700,125,5739,29,10980,5,1100,8401,9511,,,,80,[object Object],2350,24,6,13,25,13,クリスタゴン Lv23 / ルミネル Lv23 / ギアビット Lv24,"[object Object],[object Object],[object Object]",5,20561,18211,0.8857059481542726,0.7704918032786885,3691,control
49,rush,速攻,3843746136,144372eb6166a99694737f9206164628cb1fdfb2c78fff2d1767f5d63227b1b0,stuck,0,volcano,boss_retry_cap,400,200,40,113,63,50,476,61,52,175,0,0,12,0,0,0,0,0,3,2,0,0,1,1,2,[object Object],[object Object],0,0,0,3,127,7620,113,7811,20,4320,4,750,4814,2125,,,,80,[object Object],219,22,5,3,16,3,リーフリン Lv21 / つぼみラビ Lv20 / ぷるミン Lv22,"[object Object],[object Object],[object Object]",3,9964,9745,0.9780208751505419,1,2889,control
